SampleName,Cohort,Total_Reads,Mapped,Fraction_Mapped
CSMA8M9R,nonIBD,19884444.0,9350717.0,0.470253
MSM6J2RU,nonIBD,19874995.0,10663018.0,0.536504
MSM79H6N,nonIBD,17635326.0,9182872.0,0.520709
MSM9VZNH,nonIBD,17498519.0,13125443.0,0.750089
MSM9VZF7,nonIBD,17406321.0,9450732.0,0.542948
MSM79H6J,nonIBD,15389081.0,7573405.0,0.49212799999999995
MSM9VZHT,nonIBD,14791565.0,13171308.0,0.8904610000000001
MSM79HA7,nonIBD,14766686.0,8109149.0,0.5491520000000001
MSMA26BT,nonIBD,14697764.0,10986148.0,0.747471
MSM79H6H,nonIBD,14456140.0,7768577.0,0.537389
MSM79HFW,nonIBD,14201659.0,7107969.0,0.5005029999999999
HSMA33QM,nonIBD,13184730.0,7885128.0,0.59805
MSM79H5S,nonIBD,13095393.0,9123763.0,0.696715
HSM7CYZR,nonIBD,12527365.0,8264912.0,0.659749
MSM79HES,nonIBD,12353531.0,9158719.0,0.7413850000000001
MSMA26BL,nonIBD,12017876.0,7975475.0,0.6636340000000001
HSM7CYXO,nonIBD,11899685.0,9608936.0,0.807495
MSM6J2SI,nonIBD,11795195.0,8600198.0,0.7291270000000001
PSM7J16W,nonIBD,11664762.0,7254784.0,0.6219399999999999
MSM79H7W,nonIBD,11558086.0,5380736.0,0.46553900000000004
HSM6XRTG,nonIBD,10826058.0,6525843.0,0.6027899999999999
HSM7CZ2E,nonIBD,10501281.0,7547426.0,0.718715
HSM7CYXE,nonIBD,10335810.0,8553144.0,0.827525
MSM9VZGW,nonIBD,10287658.0,5223032.0,0.507699
MSMA26BF,nonIBD,9723336.0,5796947.0,0.5961890000000001
MSMA26BJ,nonIBD,9705393.0,5831099.0,0.6008100000000001
MSM6J2QJ,nonIBD,9688979.0,4208854.0,0.434396
HSM7J4KM,nonIBD,9503534.0,4928311.0,0.5185770000000001
PSM7J1DL,nonIBD,9404559.0,6304054.0,0.670319
MSMAPC5H,nonIBD,9385699.0,7212348.0,0.76844
MSM79H89,nonIBD,9234460.0,5855785.0,0.634123
HSM6XRVA,nonIBD,8966491.0,4629153.0,0.516273
HSM7CZ1G,nonIBD,8961026.0,5004811.0,0.558509
HSM67VFX,nonIBD,8900598.0,4690276.0,0.526962
HSM7J4HK,nonIBD,8381263.0,4973566.0,0.5934149999999999
MSM9VZLF,nonIBD,8156645.0,4505477.0,0.552369
MSM9VZGS,nonIBD,7875473.0,2426712.0,0.308135
HSM7J4I9,nonIBD,7761112.0,4744532.0,0.611321
MSMA26BV,nonIBD,7083637.0,4416495.0,0.623478
PSMA265J,nonIBD,5800551.0,3674664.0,0.6335029999999999
MSM79HEW,nonIBD,5292389.0,3836999.0,0.725003
HSM7J4O9,nonIBD,5020699.0,4017687.0,0.800225
MSM9VZHL,nonIBD,4427190.0,2366917.0,0.534632
HSM67VGK,nonIBD,4071638.0,3636034.0,0.893015
PSM7J15Q,nonIBD,2982358.0,2869800.0,0.962259
MSM9VZHX,nonIBD,1391590.0,1198730.0,0.86141
CSM79HP4,nonIBD,807599.0,726038.0,0.899008
HSM7J4LN,nonIBD,566108.0,548402.0,0.968723
MSM9VZKI,nonIBD,109141.0,92843.0,0.85067
HSM7J4OL,IBD,21428641.0,16353547.0,0.763163
HSMA33RD,IBD,20271391.0,17755741.0,0.875901
ESM7F5AM,IBD,17544087.0,13585746.0,0.7743770000000001
CSM9X1ZO,IBD,17543352.0,10259600.0,0.5848140000000001
PSMB4MBI,IBD,16477488.0,9508631.0,0.577068
CSM79HOH,IBD,16172148.0,11312972.0,0.699534
PSM7J12Z,IBD,15997307.0,8532997.0,0.533402
HSM6XRTO,IBD,15957839.0,11940250.0,0.748237
MSM6J2LN,IBD,15364789.0,10343683.0,0.673207
ESM5MEC9,IBD,15098983.0,11444654.0,0.757975
CSM9X1XU,IBD,15046053.0,13076262.0,0.8690829999999999
PSMB4MC1,IBD,15027648.0,11735121.0,0.7809020000000001
HSMA33LX,IBD,14907040.0,8974567.0,0.602035
PSMA267F,IBD,14540809.0,10764155.0,0.740272
CSM79HQZ,IBD,14526001.0,11422491.0,0.7863479999999999
HSM7J4JF,IBD,14490157.0,11398377.0,0.786629
PSMA264K,IBD,14324842.0,8400440.0,0.586425
CSM79HM7,IBD,14206114.0,7790178.0,0.5483680000000001
CSM9X21R,IBD,14034556.0,10201401.0,0.726877
ESM5MEDK,IBD,13877835.0,8917065.0,0.64254
HSM7J4Q1,IBD,13691936.0,8407305.0,0.6140329999999999
MSM5LLER,IBD,13392986.0,9832017.0,0.734117
HSM7J4OB,IBD,13247520.0,9008498.0,0.680014
CSM67UG8,IBD,13025505.0,7779941.0,0.5972850000000001
CSM7KOJQ,IBD,12959440.0,10246052.0,0.790625
CSM9X23H,IBD,12888694.0,7353163.0,0.570513
PSM6XBUM,IBD,12733302.0,8920780.0,0.700587
PSM7J1AS,IBD,12641506.0,10233026.0,0.8094779999999999
MSMAPC55,IBD,12452446.0,7187287.0,0.577179
MSMAPC6C,IBD,12403111.0,7912181.0,0.637919
MSM6J2J1,IBD,12377159.0,9103295.0,0.735491
MSM9VZIU,IBD,12299676.0,10464482.0,0.850793
PSMA26A1,IBD,12271643.0,9239340.0,0.7529020000000001
HSMA33R1,IBD,12271087.0,8399003.0,0.684455
CSM7KOSH,IBD,12204685.0,7484568.0,0.613254
MSM6J2RA,IBD,12124047.0,5496790.0,0.453379
MSMA26AV,IBD,11961980.0,9909589.0,0.8284239999999999
CSM79HIH,IBD,11929135.0,9624478.0,0.806804
CSM9X213,IBD,11734934.0,7583837.0,0.646262
ESM5MECQ,IBD,11575784.0,8582137.0,0.741387
CSM9X219,IBD,11551111.0,9135846.0,0.790906
HSMA33PN,IBD,11267611.0,3661974.0,0.325
CSM67UFV,IBD,11225091.0,6839597.0,0.609313
PSMA264O,IBD,11211353.0,6990324.0,0.623504
PSM6XBS8,IBD,11103622.0,8037070.0,0.723824
PSM7J1B9,IBD,11055177.0,7280237.0,0.658536
HSM7J4Q7,IBD,10991236.0,6500426.0,0.5914189999999999
PSM6XBSU,IBD,10954218.0,8148072.0,0.74383
PSM6XBSK,IBD,10911035.0,7902660.0,0.7242810000000001
CSM7KOUB,IBD,10845753.0,5238206.0,0.48297299999999993
CSM7KORS,IBD,10827114.0,8008813.0,0.7397
PSMA267H,IBD,10804495.0,7909703.0,0.732075
PSM7J1C4,IBD,10716803.0,4839632.0,0.451593
MSM79HDU,IBD,10714661.0,7189792.0,0.671024
PSM6XBQS,IBD,10706156.0,8158162.0,0.762007
CSM7KOMX,IBD,10419389.0,7456210.0,0.715609
CSM7KOP6,IBD,10391010.0,5185142.0,0.499003
HSMA33PX,IBD,10150874.0,8159116.0,0.8037850000000001
CSM9X21L,IBD,10083551.0,6794998.0,0.67387
CSM79HOT,IBD,10032840.0,7087761.0,0.7064560000000001
CSM79HK9,IBD,10014179.0,7094810.0,0.708476
PSMA266O,IBD,10009199.0,7183205.0,0.7176600000000001
CSM7KORM,IBD,10005579.0,8114684.0,0.811016
HSM7J4J9,IBD,9961879.0,8021608.0,0.80523
ESM718T9,IBD,9945107.0,4786025.0,0.48124399999999995
MSMA267X,IBD,9896131.0,5140710.0,0.519467
CSM7KORI,IBD,9812368.0,7241916.0,0.7380399999999999
MSM79H7M,IBD,9489151.0,6511705.0,0.686226
HSM7J4JP,IBD,9237003.0,4405126.0,0.4769
CSM7KOTO,IBD,9186361.0,6852611.0,0.745955
PSM6XBVO,IBD,9165128.0,6718226.0,0.73302
CSM67U9J,IBD,9093660.0,6541556.0,0.719353
HSM67VHQ,IBD,9090578.0,6798998.0,0.747917
PSMA2653,IBD,9085505.0,6456559.0,0.7106439999999999
CSM9X233,IBD,9052999.0,4776993.0,0.52767
ESM5MEDU,IBD,9047644.0,6603981.0,0.729912
CSM79HQB,IBD,8981939.0,4573007.0,0.509134
HSM67VHS,IBD,8847706.0,6731067.0,0.76077
HSM5MD6Y,IBD,8729340.0,7138025.0,0.817705
MSM6J2IM,IBD,8645744.0,5731804.0,0.6629619999999999
HSM5MD53,IBD,8606415.0,6599409.0,0.7668010000000001
CSM7KOQX,IBD,8473438.0,6287992.0,0.742083
PSM7J1BX,IBD,8467853.0,3885213.0,0.458819
HSMA33S4,IBD,8350864.0,5896395.0,0.706082
CSM79HMP,IBD,8292436.0,4986360.0,0.601314
MSMAPC66,IBD,8241678.0,3634645.0,0.441008
CSM79HNK,IBD,8176740.0,4994763.0,0.61085
PSM7J1BD,IBD,8077991.0,4992288.0,0.618011
HSM7J4PQ,IBD,7979950.0,7084301.0,0.887763
MSMB4LZP,IBD,7947955.0,5103928.0,0.642169
MSM6J2IO,IBD,7915926.0,6900748.0,0.871755
HSM7J4PM,IBD,7664495.0,5632313.0,0.734858
MSM5LLDC,IBD,7651965.0,6656568.0,0.869916
HSM7CYY5,IBD,7497540.0,5935056.0,0.7916
HSM6XRUX,IBD,7491487.0,4257978.0,0.568376
CSM9X21T,IBD,7455714.0,5005047.0,0.671304
CSM79HL6,IBD,7277002.0,5274485.0,0.724816
PSMB4MC3,IBD,6979846.0,5601278.0,0.802493
PSMA265B,IBD,6964207.0,5888714.0,0.845568
MSM9VZLR,IBD,6886752.0,3156753.0,0.45838100000000004
MSM6J2JD,IBD,6770119.0,3760489.0,0.555454
HSM67VIF,IBD,6757920.0,3297495.0,0.48794499999999996
PSM7J1AM,IBD,6590904.0,4903588.0,0.743993
MSM6J2II,IBD,6372668.0,2964271.0,0.465154
MSM9VZPN,IBD,6318980.0,3662841.0,0.579657
PSM7J19F,IBD,6287294.0,5269175.0,0.838067
CSM7KOMZ,IBD,6258248.0,4440119.0,0.709483
CSM67UDJ,IBD,6135128.0,5514928.0,0.89891
MSM79HF3,IBD,6083918.0,2775613.0,0.456221
MSM79HDM,IBD,5841508.0,4110112.0,0.703605
MSM6J2JB,IBD,5824361.0,3301174.0,0.566787
HSM67VID,IBD,5662790.0,3157302.0,0.557552
HSM5MD79,IBD,5153034.0,3809287.0,0.739232
HSM7J4HQ,IBD,4987539.0,3609458.0,0.723695
HSM67VHH,IBD,4980576.0,3814345.0,0.765844
HSMA33JB,IBD,4763428.0,4087137.0,0.858024
PSMA266U,IBD,4477754.0,4305060.0,0.961433
HSM5MD4N,IBD,4310935.0,3091725.0,0.717182
HSM7CZ3C,IBD,4202168.0,3431817.0,0.816678
MSMAPC6A,IBD,4170287.0,3733892.0,0.8953559999999999
PSM7J18I,IBD,4165766.0,3419548.0,0.8208690000000001
HSMA33JD,IBD,4070272.0,2899852.0,0.712447
MSM6J2HJ,IBD,3933068.0,2826643.0,0.718687
MSM9VZF1,IBD,3845025.0,2611910.0,0.679296
HSM7J4HU,IBD,3589289.0,3053692.0,0.8507790000000001
HSM7CYZB,IBD,3304739.0,2649440.0,0.801709
MSM6J2KM,IBD,3264478.0,2915921.0,0.893227
HSM7J4PC,IBD,3163752.0,1756680.0,0.5552520000000001
PSM6XBTP,IBD,3062716.0,1157254.0,0.377852
CSM67UC6,IBD,2969258.0,2708002.0,0.912013
MSM5LLDE,IBD,2920438.0,1606313.0,0.550025
HSM6XRQK,IBD,2878939.0,2603932.0,0.9044760000000001
CSM67UDF,IBD,2710158.0,1702967.0,0.628364
MSM79H7C,IBD,2700868.0,2394409.0,0.886533
MSM6J2OH,IBD,2687833.0,2054829.0,0.764493
HSM7CZ1Z,IBD,2624364.0,2597145.0,0.9896280000000001
HSM7CYZF,IBD,2546240.0,1547403.0,0.607721
MSM9VZIQ,IBD,2541460.0,2305518.0,0.9071629999999999
HSM7CZ2Z,IBD,2404625.0,45825.0,0.019057
HSM7J4JN,IBD,2337416.0,2126842.0,0.909912
HSMA33RF,IBD,2287990.0,1570250.0,0.686301
CSM7KORU,IBD,2280518.0,1922905.0,0.8431879999999999
PSMA266M,IBD,2237165.0,881497.0,0.394024
MSM9VZJB,IBD,2229192.0,1644178.0,0.737567
HSM7J4NS,IBD,2063598.0,1453583.0,0.704393
MSM79HAL,IBD,2059544.0,1218396.0,0.591585
HSM67VGY,IBD,2039580.0,1968937.0,0.9653639999999999
ESM718T7,IBD,2012771.0,1907712.0,0.9478040000000001
MSMB4LYB,IBD,1910817.0,1651936.0,0.864518
MSM79HF9,IBD,1730029.0,934082.0,0.5399229999999999
CSM7KOPW,IBD,1719293.0,1663093.0,0.9673120000000001
HSM7CYZD,IBD,1711569.0,1234891.0,0.721496
PSM7J1CI,IBD,1667224.0,1205544.0,0.7230850000000001
HSMA33IA,IBD,1666612.0,768346.0,0.46102299999999996
CSM7KORC,IBD,1538178.0,1439210.0,0.935659
CSM7KOMB,IBD,1494480.0,1438578.0,0.9625940000000001
PSM7J17L,IBD,1443542.0,992615.0,0.687625
MSM9VZEU,IBD,1438396.0,1433163.0,0.9963620000000001
HSM6XRVM,IBD,1405408.0,789295.0,0.561613
ESM7F5CB,IBD,1320428.0,1152666.0,0.872949
HSM7CYX6,IBD,1306378.0,913361.0,0.699155
HSM7J4NU,IBD,1232085.0,645954.0,0.524277
HSM6XRQM,IBD,1227229.0,159167.0,0.129696
PSMB4MC7,IBD,1221247.0,477647.0,0.39111399999999996
ESM7F5C5,IBD,1214296.0,956821.0,0.787964
HSM67VEK,IBD,1200415.0,1099860.0,0.916233
MSM6J2RC,IBD,1080282.0,460723.0,0.42648400000000003
MSM79H7E,IBD,1066113.0,957546.0,0.898166
CSM79HH4,IBD,1029992.0,602688.0,0.5851390000000001
MSM5LLDK,IBD,1017587.0,665814.0,0.654307
MSM9VZP1,IBD,990699.0,907764.0,0.916286
CSM79HOL,IBD,937849.0,878882.0,0.937125
ESM718V8,IBD,892756.0,615115.0,0.6890069999999999
PSMA269G,IBD,858876.0,432666.0,0.503758
HSMA33QY,IBD,658749.0,522241.0,0.7927770000000001
PSM7J15W,IBD,617531.0,602015.0,0.974874
MSM9VZOY,IBD,610248.0,485641.0,0.795809
PSM7J15A,IBD,526252.0,183340.0,0.34838800000000003
HSM7J4K2,IBD,526030.0,503705.0,0.957559
HSMA33PL,IBD,438697.0,385825.0,0.8794790000000001
HSM7J4JD,IBD,418609.0,373500.0,0.892241
HSM6XRRV,IBD,387969.0,348685.0,0.8987440000000001
HSM5MD66,IBD,327942.0,231131.0,0.704792
PSM7J199,IBD,282396.0,149403.0,0.529055
PSM6XBSO,IBD,203172.0,189025.0,0.930369
HSMA33OT,IBD,194003.0,39823.0,0.20526999999999998
CSM7KOOD,IBD,191102.0,138307.0,0.723734
CSM67U9D,IBD,134181.0,122828.0,0.9153899999999999
HSMA33LB,IBD,132750.0,91527.0,0.689469
ESM5MEBG,IBD,124826.0,75920.0,0.6082069999999999
HSM7J4M8,IBD,121441.0,106418.0,0.876294
PSM7J13E,IBD,98925.0,94884.0,0.959151
MSM6J2QR,IBD,89029.0,64031.0,0.7192149999999999
CSM67UDY,IBD,85438.0,67360.0,0.788408
PSM6XBVI,IBD,36996.0,34866.0,0.942426
HSMA33M2,IBD,34800.0,31394.0,0.902126
HSM67VHB,IBD,34502.0,31469.0,0.912092
HSM6XRQI,IBD,31636.0,14690.0,0.464344
HSM7CZ1V,IBD,29687.0,26340.0,0.887257
HSM7J4MY,IBD,25833.0,11222.0,0.434406
CSM7KOKZ,IBD,16117.0,12410.0,0.769994
CSM5MCY4,IBD,8226.0,4066.0,0.49428599999999995
DRR171910,CRC,40939449.0,19542606.0,0.477354
DRR171750,CRC,39916545.0,20866762.0,0.52276
DRR171784,CRC,38526323.0,24664206.0,0.640191
DRR127515,CRC,37959075.0,18321334.0,0.48266000000000003
DRR171702,CRC,36792413.0,20272965.0,0.551009
DRR127485,CRC,32394094.0,12965901.0,0.400255
DRR171871,CRC,31856391.0,20947500.0,0.65756
DRR127481,CRC,31396164.0,20272357.0,0.645695
DRR127519,CRC,30113329.0,21652869.0,0.719046
DRR127476,CRC,29758312.0,14130963.0,0.474858
DRR171767,CRC,29693194.0,19228577.0,0.647575
DRR162778,CRC,29511382.0,18763579.0,0.635808
DRR127517,CRC,29366732.0,16209970.0,0.551984
DRR171697,CRC,28818858.0,9772057.0,0.339086
DRR171742,CRC,28726461.0,21047022.0,0.7326699999999999
DRR127521,CRC,26062704.0,17081058.0,0.6553829999999999
DRR127720,CRC,25989283.0,15811769.0,0.608396
DRR171704,CRC,25304795.0,13828363.0,0.5464720000000001
DRR171661,CRC,25202392.0,10758290.0,0.42687600000000003
DRR171794,CRC,24869844.0,16055567.0,0.645584
DRR127536,CRC,24657565.0,16927093.0,0.686487
DRR127789,CRC,24266054.0,10677984.0,0.440038
DRR127674,CRC,24260857.0,15358996.0,0.633077
DRR127767,CRC,23812101.0,10380352.0,0.435928
DRR127754,CRC,23653636.0,14416332.0,0.609476
DRR171805,CRC,23632412.0,19453497.0,0.8231700000000001
DRR127559,CRC,23116589.0,14015458.0,0.606294
DRR171667,CRC,22926271.0,13166672.0,0.5743050000000001
DRR127478,CRC,22858303.0,16411053.0,0.717947
DRR127580,CRC,22726867.0,13729546.0,0.604111
DRR171672,CRC,22347713.0,12867207.0,0.575773
DRR171665,CRC,22258334.0,15385335.0,0.691217
DRR127509,CRC,22196264.0,14688331.0,0.661748
DRR127579,CRC,21892676.0,16614578.0,0.7589100000000001
DRR127625,CRC,21819541.0,13761395.0,0.630691
DRR127685,CRC,21793483.0,14291648.0,0.655776
DRR171685,CRC,21532205.0,13415305.0,0.623034
DRR171858,CRC,21342958.0,10963296.0,0.5136729999999999
DRR127666,CRC,21000354.0,13030748.0,0.620501
DRR127646,CRC,20992015.0,9086339.0,0.43284700000000004
DRR171683,CRC,20726361.0,10367852.0,0.500225
DRR171693,CRC,20603314.0,11721867.0,0.5689310000000001
DRR171764,CRC,20589810.0,13672269.0,0.664031
DRR171472,CRC,20524289.0,15398965.0,0.7502800000000001
DRR127567,CRC,20202654.0,18570525.0,0.919212
DRR171859,CRC,20054173.0,13333402.0,0.6648689999999999
DRR171891,CRC,19860181.0,13444847.0,0.676975
DRR171666,CRC,19849793.0,10569249.0,0.532461
DRR171905,CRC,19645470.0,12900696.0,0.656675
DRR127774,CRC,19455837.0,9265476.0,0.476231
DRR171519,CRC,19436750.0,13524552.0,0.695824
DRR127718,CRC,19162955.0,15280056.0,0.797375
DRR171909,CRC,18852315.0,11399021.0,0.604648
DRR127594,CRC,18797817.0,10494517.0,0.558284
DRR127647,CRC,18746551.0,13798737.0,0.7360680000000001
DRR171800,CRC,17829397.0,12157048.0,0.681854
DRR171819,CRC,17703105.0,11209512.0,0.633195
DRR127507,CRC,17500122.0,12396622.0,0.7083729999999999
DRR162777,CRC,17493403.0,12584890.0,0.719408
DRR171459,CRC,17399938.0,13981607.0,0.803543
DRR171688,CRC,17306074.0,11461512.0,0.662283
DRR171684,CRC,17034410.0,10489016.0,0.615755
DRR127617,CRC,16875223.0,9951086.0,0.5896859999999999
DRR127700,CRC,16536184.0,7716499.0,0.46664300000000003
DRR127557,CRC,16482804.0,10793259.0,0.6548189999999999
DRR127638,CRC,16382467.0,11435447.0,0.69803
DRR127603,CRC,15606948.0,4337505.0,0.27792100000000003
DRR127708,CRC,14519726.0,6781243.0,0.467037
DRR127669,CRC,12897723.0,8449668.0,0.655129
DRR162779,CRC,12801394.0,8290675.0,0.647638
DRR171680,CRC,11800214.0,8291587.0,0.7026640000000001
DRR127491,CRC,7803432.0,4848788.0,0.621366
DRR127514,CRC,7467777.0,5041948.0,0.67516
DRR171879,CRC,5593585.0,2760631.0,0.49353500000000006
SRS019068,American,146440506.0,90989903.0,0.621344
SRS015431,American,145342910.0,91257053.0,0.6278739999999999
SRS147766,American,124128156.0,77035032.0,0.620609
SRS103987,American,116236100.0,71842871.0,0.6180770000000001
SRS143876,American,111457769.0,68106301.0,0.61105
SRS011084,American,110792425.0,61462750.0,0.554756
SRS077552,American,105107679.0,68323682.0,0.650035
SRS098514,American,99299279.0,69513647.0,0.700042
SRS105153,American,96350533.0,56496518.0,0.586364
SRS104197,American,92649664.0,62934665.0,0.679276
SRS049896,American,91344392.0,55410615.0,0.606612
SRS143598,American,90134375.0,70029089.0,0.776941
SRS104400,American,89843019.0,42353052.0,0.471412
SRS045528,American,89786118.0,62521192.0,0.696335
SRS142503,American,88933698.0,53156820.0,0.597713
SRS147919,American,84740803.0,56574056.0,0.667613
SRS013098,American,82179260.0,50345472.0,0.61263
SRS147652,American,78209389.0,37635068.0,0.481209
SRS077753,American,74709818.0,51863187.0,0.694195
SRS024075,American,68894096.0,45582914.0,0.661637
SRS049900,American,66394296.0,28206085.0,0.42482700000000007
SRS045004,American,62521689.0,40327147.0,0.645011
SRS011529,American,62469968.0,32567851.0,0.521336
SRS056519,American,62344972.0,45535848.0,0.7303850000000001
SRS011271,American,62210716.0,32425785.0,0.521225
SRS049995,American,61824021.0,34379886.0,0.5560930000000001
SRS016517,American,61498224.0,33130505.0,0.538723
SRS011239,American,61363582.0,40663084.0,0.662658
SRS011405,American,60820831.0,34172493.0,0.561855
SRS058770,American,60584709.0,43372677.0,0.715901
SRS143417,American,60415397.0,35690805.0,0.590757
SRS011302,American,60282652.0,34611955.0,0.5741609999999999
SRS016989,American,59838827.0,47139129.0,0.787768
SRS017307,American,59681786.0,35585102.0,0.596247
SRS049712,American,59203743.0,31426905.0,0.530826
SRS015190,American,59035632.0,44550666.0,0.75464
SRS016335,American,58782437.0,19613466.0,0.333662
SRS019267,American,58782339.0,47235036.0,0.803558
SRS024388,American,58655799.0,37517315.0,0.639618
SRS143342,American,58654378.0,46399234.0,0.791062
SRS012969,American,58523815.0,31873827.0,0.5446300000000001
SRS065504,American,58167763.0,37474357.0,0.644246
SRS023971,American,58153975.0,41658329.0,0.716345
SRS021484,American,57986541.0,39503843.0,0.6812590000000001
SRS023914,American,57573581.0,18306600.0,0.317969
SRS011586,American,57540024.0,26661652.0,0.463358
SRS015578,American,57354567.0,43603531.0,0.760245
SRS013521,American,57321509.0,37487999.0,0.653995
SRS022609,American,57094444.0,25964455.0,0.45476300000000003
SRS020233,American,56924266.0,27161044.0,0.47714399999999996
SRS076929,American,56822226.0,33811111.0,0.595033
SRS052027,American,56752416.0,39747805.0,0.700372
SRS064557,American,56507689.0,42009143.0,0.743423
SRS015794,American,56507182.0,38270947.0,0.677276
SRS063040,American,56123295.0,35385390.0,0.630494
SRS043001,American,56082416.0,39278412.0,0.7003689999999999
SRS011134,American,55977233.0,20631616.0,0.36857199999999996
SRS058723,American,55744356.0,45141239.0,0.80979
SRS140492,American,55574916.0,33364398.0,0.60035
SRS053335,American,55304118.0,31870547.0,0.576278
SRS023829,American,55174688.0,43850198.0,0.794752
SRS051031,American,54970424.0,28940097.0,0.526467
SRS043701,American,54902841.0,41592571.0,0.757567
SRS019397,American,54393792.0,38938492.0,0.715863
SRS016954,American,54367525.0,34043961.0,0.626182
SRS024435,American,54321802.0,25349684.0,0.466658
SRS013687,American,54251428.0,25582742.0,0.471559
SRS013158,American,54168061.0,39120206.0,0.722201
SRS017103,American,54066427.0,41396555.0,0.7656609999999999
SRS018313,American,53916765.0,37992920.0,0.704659
SRS018133,American,53876332.0,32295354.0,0.599435
SRS015663,American,53795206.0,27477852.0,0.510786
SRS049959,American,53701919.0,16868686.0,0.314117
SRS077730,American,53617004.0,38538037.0,0.718765
SRS016095,American,53354608.0,24575233.0,0.46060200000000007
SRS012273,American,53098082.0,27669698.0,0.521105
SRS056259,American,53052441.0,37566253.0,0.708097
SRS014313,American,53048542.0,38582891.0,0.727313
SRS045645,American,52994221.0,37692394.0,0.711255
SRS045713,American,52819800.0,35411250.0,0.670416
SRS014613,American,52807553.0,36688198.0,0.694753
SRS023526,American,52787964.0,29520800.0,0.559234
SRS017433,American,52608439.0,38044288.0,0.723159
SRS098717,American,51995980.0,37056094.0,0.712672
SRS055982,American,51959328.0,39310142.0,0.756556
SRS078176,American,51822883.0,27033504.0,0.521652
SRS074964,American,51412524.0,36545335.0,0.7108260000000001
SRS019601,American,51395948.0,36831064.0,0.7166140000000001
SRS078419,American,51386485.0,29197620.0,0.568196
SRS024331,American,51302640.0,37393505.0,0.728881
SRS019787,American,51245912.0,34352632.0,0.670349
SRS018817,American,51093845.0,34953182.0,0.684098
SRS015782,American,51046985.0,25079230.0,0.49129700000000004
SRS017521,American,51037148.0,37218015.0,0.729234
SRS024009,American,50833609.0,33198712.0,0.6530859999999999
SRS016753,American,50704423.0,39397639.0,0.7770060000000001
SRS012902,American,50646636.0,42908505.0,0.8472129999999999
SRS075398,American,50605558.0,39783536.0,0.78615
SRS053214,American,50490176.0,36999325.0,0.7328020000000001
SRS013800,American,50327153.0,31458365.0,0.625077
SRS045739,American,50105522.0,37458132.0,0.747585
SRS017191,American,49981137.0,37503854.0,0.75036
SRS013215,American,49901867.0,40579177.0,0.81318
SRS015133,American,49822241.0,19730528.0,0.396018
SRS019685,American,49780208.0,25101357.0,0.5042439999999999
SRS014923,American,49740145.0,19808127.0,0.39823200000000003
SRS078665,American,49712378.0,35396817.0,0.712032
SRS053398,American,49696317.0,30356973.0,0.61085
SRS024132,American,49377666.0,27494382.0,0.556818
SRS056273,American,49313010.0,29435747.0,0.596916
SRS016495,American,49207425.0,31248750.0,0.635041
SRS018351,American,49109143.0,29285151.0,0.596328
SRS019968,American,49092660.0,31874258.0,0.649267
SRS051882,American,49083354.0,30335586.0,0.618042
SRS142712,American,48806143.0,33947211.0,0.6955520000000001
SRS014979,American,48757778.0,22530653.0,0.46209399999999995
SRS022071,American,48471965.0,28007932.0,0.577817
SRS016267,American,48318760.0,36128039.0,0.7477020000000001
SRS050752,American,48189569.0,23025984.0,0.477821
SRS021948,American,47809076.0,21273191.0,0.44496099999999994
SRS024625,American,47714312.0,29785053.0,0.624237
SRS063985,American,47621602.0,19222277.0,0.403646
SRS057717,American,47595531.0,37266865.0,0.782991
SRS014235,American,47594599.0,24025645.0,0.504798
SRS019381,American,47567644.0,32216731.0,0.6772819999999999
SRS018427,American,47457163.0,30480155.0,0.642267
SRS042628,American,47127181.0,22080927.0,0.46853900000000004
SRS015217,American,47020110.0,19534732.0,0.415455
SRS020328,American,46981618.0,20207867.0,0.430123
SRS050925,American,46939991.0,26874286.0,0.572524
SRS015854,American,46711166.0,28234592.0,0.6044510000000001
SRS048870,American,46663633.0,29842889.0,0.639532
SRS018575,American,46491922.0,32764895.0,0.7047439999999999
SRS054956,American,46000752.0,32032527.0,0.696348
SRS019161,American,45962044.0,27337163.0,0.594777
SRS058070,American,45375012.0,24310397.0,0.535766
SRS062427,American,45205131.0,22652187.0,0.5010979999999999
SRS015960,American,45081882.0,31730032.0,0.7038310000000001
SRS020869,American,44964606.0,21717625.0,0.482994
SRS023583,American,44939537.0,33747560.0,0.750955
SRS017701,American,44937988.0,29587558.0,0.658409
SRS015065,American,44877952.0,26815476.0,0.5975199999999999
SRS016056,American,44783620.0,31036318.0,0.693028
SRS013476,American,44757048.0,23425049.0,0.523382
SRS024549,American,44754262.0,36252311.0,0.81003
SRS047044,American,44714393.0,27101365.0,0.6060989999999999
SRS100021,American,44600758.0,27806006.0,0.623442
SRS145497,American,44575443.0,31672527.0,0.710538
SRS075078,American,44550224.0,28187779.0,0.6327189999999999
SRS047014,American,44523179.0,27582473.0,0.619508
SRS142890,American,44497488.0,27855433.0,0.626
SRS053649,American,44480640.0,28400463.0,0.63849
SRS022137,American,44450244.0,32946299.0,0.7411949999999999
SRS048164,American,44440161.0,26392102.0,0.59388
SRS078242,American,44432515.0,27383379.0,0.616291
SRS074670,American,44015175.0,33771945.0,0.7672800000000001
SRS140645,American,43832411.0,37531478.0,0.8562489999999999
SRS013951,American,43689453.0,15193461.0,0.34776
SRS052697,American,43623580.0,22084536.0,0.506252
SRS019030,American,43510158.0,28357284.0,0.6517390000000001
