SampleName,Cohort,Total_Reads,Mapped,Fraction_Mapped
ERR011182,European,402924.0,67139.0,0.166629
ERR011189,European,391193.0,232395.0,0.594067
ERR011170,European,381076.0,135661.0,0.355995
ERR011194,European,370959.0,104337.0,0.281263
ERR011171,European,358777.0,179711.0,0.500899
ERR011267,European,354816.0,176888.0,0.49853400000000003
ERR011213,European,339302.0,142097.0,0.418792
ERR011244,European,315958.0,203269.0,0.643342
ERR011246,European,311701.0,168187.0,0.539578
ERR011169,European,278025.0,85203.0,0.306458
ERR011165,European,255810.0,106427.0,0.41603900000000005
ERR011243,European,248908.0,156912.0,0.630402
ERR011167,European,211605.0,89364.0,0.42231499999999994
ERR011176,European,210579.0,83440.0,0.396241
ERR011152,European,206891.0,76266.0,0.368629
ERR011259,European,180131.0,93214.0,0.517479
ERR011174,European,109305.0,18018.0,0.16484100000000002
ERR011166,European,7555.0,1658.0,0.219457
