SampleName,Actinobacteria,Bacteroidetes,Candidatus_Saccharibacteria,Chloroflexi,Cyanobacteria,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unclassified_Bacteria,Verrucomicrobia
SRS014235,0.010992064790267212,0.5757407543468511,1.3071922992182525e-05,0.0,0.0,0.40261681027479723,0.0,0.0009087413409817627,0.006302435863528066,6.097239265364375e-05,0.0007341516286759717,2.9339423593555897e-05,0.0001697469290746998,0.0006191583718384356
SRS014287,0.0012181345678567725,0.5526214660956646,8.778814833624323e-05,0.0,0.0,0.4373005286236521,0.0,0.0,0.006447696201142871,2.4338973887448536e-05,0.0,0.0,0.00047789658417082045,0.0
SRS014313,0.0015379495115134393,0.6058410629736871,0.0,0.0,0.0,0.3917350767095136,0.0,0.0,3.3680841511042526e-05,2.1616561049459215e-05,0.0,0.00013399782494305412,4.5197614886830323e-05,0.0
SRS014459,0.0021040732166135276,0.5289506860266496,2.747047217157969e-05,0.0,0.0,0.4422149361677674,0.0,2.0550545481916213e-05,0.019988142820505553,8.784205423304303e-05,0.0,0.002020003885503264,0.0015639896436030925,0.0013137499375874837
SRS014613,0.000843664058940071,0.8253473055806356,0.0,0.0,0.0,0.1572137124917866,0.0,0.0,0.014135839396511191,1.2255745994398669e-05,0.0,3.19862821030092e-05,0.00028265636132473863,0.0012333564458364191
SRS014683,0.013991760465951152,0.8243763500565443,1.4394378599487647e-05,0.0,0.0,0.1510743004831538,2.0915274923884706e-05,0.0,0.00774351100252128,0.0,0.0,0.0008617799903050682,0.0002070643298673335,0.0
SRS014923,0.007167129875116152,0.3035076628075333,3.150746439331819e-05,0.0,0.0,0.683336293150098,0.0002145750881676934,0.0,0.0008367522171677092,5.093618397599583e-05,0.0,0.0005530440257414177,0.0022755553375441257,8.544773308711504e-05
SRS014979,0.01781279414485157,0.2270383055217681,0.0,0.0,0.0,0.6536981261894439,3.236353138185488e-05,0.0,0.001818213794938575,3.833831532657683e-05,0.0,0.0013401081984039842,0.0003995603585739577,0.09575976453800358
SRS015065,0.0026695204851166767,0.4825105295447559,3.1341902794766716e-05,0.0,0.0,0.48198120302575737,4.482057286912407e-05,0.0,0.02869936222119268,5.524656035663574e-05,0.0,0.00010121051641121632,0.0014710125562888711,0.0006350528919775789
SRS015133,0.013285622458395978,0.3552466959786109,0.0,0.0,0.0,0.5723918357424117,0.00031299023575630496,0.0,0.004862622934296671,1.4375022749247839e-05,4.124951306701084e-05,0.0017414074702477478,0.002478629841636945,0.04782024540484994
SRS015190,0.0005766117884311341,0.9172531649818543,0.0,0.0,0.0,0.07047929759294339,0.0,0.0,0.010620352048360092,0.0,0.0,0.0,0.0002193033810788625,0.0
SRS015217,0.00977122027114352,0.16281055737749967,8.400049092446945e-05,0.0,0.0,0.7783787341652537,0.00014090184130624575,2.50835130970694e-05,0.0037460129163592974,6.659331479534297e-05,1.483632307808826e-05,3.4573493119505735e-05,0.0016844921209801479,0.04160300904789756
SRS015264,0.0036938569968466084,0.7457704750686269,0.0,0.0,0.0,0.2218994147436217,0.0,0.0,0.02441616684560155,0.0,0.0,0.0008709913869117106,0.00030060498092781635,0.0018734929075441536
SRS015369,0.00045706208799642687,0.9570011054386804,0.0,0.0,0.0,0.03195759339292097,1.0140819608313467e-05,0.0,0.009431459139553454,0.0,0.0,0.0,3.143589147067551e-05,0.0
SRS015431,0.006836866550961745,0.556079874323464,0.0,0.0,0.0,0.42665837983600335,0.0,3.120844293720167e-05,0.005245544337668266,2.055142454718549e-05,1.3640826229476214e-05,0.000877002001391619,0.0007932377208351388,0.0
SRS015578,0.009873361905797217,0.6408183083744636,0.0,0.0,0.0,0.3203581425189791,0.0,0.0,0.02725251309194947,0.0,0.0,0.0,0.0001768334643980589,0.0
SRS015663,0.0037733017750756315,0.6641434286389545,0.0,0.0,0.0,0.29977090755369185,4.1703339316709825e-05,0.0,0.008380275903558157,5.456658765055035e-05,0.0,6.97713358627864e-05,0.0014883369349535508,0.020612062063934747
SRS015782,0.009358126290354183,0.59911047372019,3.373107084984382e-05,0.0,0.0,0.3587868688059398,0.0,0.0,0.02911769820397582,3.3938788832471395e-05,0.0,0.0001414160053076585,0.0011163428229294828,7.261617037947267e-05
SRS015794,0.0032308335153797877,0.8522791653086176,0.0,0.0,0.0,0.13463662405749974,0.0,0.0,0.008481200703342523,0.0,0.0,0.0003046618250117034,0.00014099585895681782,0.0
SRS015854,0.0014246723303644006,0.6474825939972587,0.0,0.0,0.0,0.3104929714528522,0.0,0.0,0.020903023230501104,0.0,0.0,0.000724475884216291,0.0018088455979762398,0.015751025182753862
SRS015960,0.0001680471603417908,0.9214950694698308,0.0,0.0,0.0,0.0563352882091101,0.0,0.0,0.020836900573992248,7.62035605014065e-05,0.0,0.00010045259249487263,0.0,2.640491261624604e-05
SRS016018,8.644032206099287e-05,0.8973761869587908,0.0,0.0,0.0,0.06518895565312999,0.0,0.0,0.02435216678141142,0.0,3.260685748396645e-05,9.856506619190889e-05,4.17072421450892e-05,0.01186874892893576
SRS016056,0.0004677327374923441,0.9539778295479858,0.0,0.0,0.0,0.02639241818409044,0.0,0.00045741608154418936,0.01725471609053184,2.2203967587237398e-05,0.0,0.0005271770007033588,6.744767040546589e-05,0.0
SRS016095,0.0011069171615495843,0.721316079804798,0.0,0.0,0.0,0.1919189676037468,0.0,0.004723131776683463,0.06494113132981562,1.4495304823659376e-05,3.7255523483858144e-05,0.0003075818035809268,0.010803449223872266,0.002291250143975756
SRS016203,0.001948400226988758,0.772551190413197,1.8268740588069774e-05,0.0,0.0,0.20710612861025818,0.0,1.4650467865397526e-05,0.010235800638567402,5.8162249995634454e-05,1.0359439078934717e-05,0.0006005276926127501,0.00040829009693009065,0.005724892726776777
SRS016267,0.0014245974717963512,0.9345637066680967,1.8198517114502122e-05,0.0,0.0,0.047967201069881074,0.0,0.0,0.013883194534808511,0.0,0.0,0.0004703033762257793,0.0004301178072178252,0.0005110937180976395
SRS016335,0.0013037826162505752,0.7265222144622795,2.9226412775207648e-05,0.0,0.0,0.2415236562178999,0.0,0.0,0.01664290270693671,3.92992816438006e-05,0.0,0.00026936650697980725,0.0008687914421982385,0.009103905840944768
SRS016495,0.021289942646084362,0.10288235302855749,0.0,1.15869534788889e-05,0.0,0.871767759388718,0.0,0.0,0.0018280634113730391,0.0,0.0,0.0,0.0005166679670424467,0.0
SRS016517,0.05079347633218337,0.09337331852399955,1.2576928394039713e-05,2.113573175474273e-05,0.0,0.845853029196306,0.0,0.0,0.0026838776797275636,1.361825783785837e-05,0.0,0.0013114071207394,0.00030098414956273114,0.0
SRS016753,0.004422951212172358,0.9260733638822088,0.0,0.0,0.0,0.036430178386020536,0.0,0.0,0.031645431674956884,0.0,0.0,0.00032492233550176033,0.00014648472867601875,0.0
SRS016954,0.00019421929406477118,0.845300351558956,0.0,0.0,0.0,0.1513956388987222,0.0,0.0,0.001669188794769002,3.9562692786054135e-05,0.0,0.00013711847140251065,7.401746990931741e-05,0.0
SRS016989,0.0004821393133149823,0.651279231489005,0.0,0.0,0.0,0.33422894483843424,0.0,0.0,0.012834237225383571,0.0,0.0,2.7931962384144192e-05,0.00012525067006513194,0.0
SRS017103,0.044318921943156675,0.791797771049066,0.0,0.0,0.0,0.09630918886812224,0.0,0.0036329668553593186,0.043305565199136066,0.0,1.2902398617745967e-05,3.970181517451989e-05,0.0001705650182304617,0.019415096549970656
SRS017191,0.0017852708298004133,0.8202387681419675,1.0940755811802723e-05,0.0,0.0,0.16041495517019497,0.0,0.0,0.015969696715348276,1.0088173905929666e-05,0.0,0.00013077989142246696,0.00019896590593093905,8.9301578858502e-05
SRS017247,0.0015855791432630075,0.9637407855161637,0.0,0.0,0.0,0.03076352024525574,0.0,0.0,0.0015980104392812422,0.0,0.0,7.411732551414915e-05,0.0001378544024669005,0.0011549790287980833
SRS017307,0.0034131802614393945,0.876727425962567,1.794840555470044e-05,0.0,0.0,0.0992513730796214,0.0,0.0,0.019097081245685456,0.0,0.0,0.00021649736426680437,0.00011062630812698472,0.0
SRS017433,0.0027230901349486296,0.8883257264955162,0.0,0.0,0.0,0.09341971324994115,0.0053439726372767815,0.0,0.00880691443672653,0.0,0.0,3.190784173925408e-05,0.0002922055200628612,0.0
SRS017521,0.016941506353420004,0.6726865511293231,2.190589363209007e-05,0.0,0.0,0.27193431124299644,1.4801569046400454e-05,0.0,0.02745585229024975,0.0,0.0,0.0,4.214290269820621e-05,0.009284101884521511
SRS017701,0.0015474830813762698,0.9442105423309688,0.0,0.0,0.0,0.04839982157291576,0.0,4.9480437000521524e-05,0.003497630381804403,0.0,0.0,0.0002242521655864472,0.0006788309382619693,8.165920596517356e-05
SRS017821,0.0005302046036146751,0.8693377402043108,0.0,0.0,0.0,0.11103376418868773,0.0,0.0012227423757165145,0.015462225470584791,0.0,0.0,0.00013850658540408414,7.781680779441159e-05,4.4024926920995956e-05
SRS018133,0.0029922504659027896,0.9635626557453709,0.0,0.0,0.0,0.0201652751452129,0.0,0.0,0.00840425101332331,0.0,0.0,0.0037921777414728006,4.061164736485449e-05,0.0
SRS018313,0.006859465459197651,0.8561323502255935,0.0,0.0,0.0,0.1267405092164359,0.0,0.0,0.007496281217632923,1.8544422623179566e-05,0.0,0.0002660210553379411,0.000334337265304873,0.0007503781594981938
SRS018351,0.023430150465118954,0.7323049330445189,1.3866199404072846e-05,0.0,0.0,0.21620155508014452,0.0,0.0,0.021396009303729632,0.0,1.0434196954306748e-05,0.000528521132512575,0.00010913011277142773,0.004442126668769903
SRS018427,0.0021812904231839543,0.7064379315603023,0.0,0.0,0.0,0.2818956113113461,0.0,2.710604826481001e-05,0.007220141841133483,1.1052900296989864e-05,4.046080068010473e-05,8.638361153845062e-05,0.0007102702916654318,0.0
SRS018575,0.0017526654163182657,0.9037192188177234,0.0,0.0,0.0,0.06681919721779943,0.0,0.0,0.019197225167207083,0.0,0.0,0.006673966718131778,0.0004218693615466233,0.0
