SampleName,Actinobacteria,Bacteroidetes,Candidatus_Saccharibacteria,Chloroflexi,Deinococcus-Thermus,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unclassified_Bacteria,Verrucomicrobia
DRR171594,0.0009900992424431087,0.7203647931675661,3.676135008433454e-05,0.0,0.0,0.2661479568889913,0.004441756087667884,0.0,0.007150693634933967,0.0,0.0,0.0,0.0001294415428878956,0.0
DRR171598,0.0074964011055046265,0.36028236558850774,2.1632084938241816e-05,0.0,0.0,0.3512627242295989,0.0,0.0,0.27929477469485475,2.884037269482715e-05,2.1217193401120555e-05,0.0,0.0001706522407109989,6.43004744898205e-05
DRR171599,0.04412785134787778,0.6598866065975348,0.0001130813529851045,0.0,0.0,0.26928002720295846,0.00023904053462442854,0.0,0.024738467167887176,0.0,1.0223182834094952e-05,0.0,1.931871300006827e-05,0.0
DRR171601,0.014003332607635456,0.5455899379937054,2.1691467249074545e-05,0.0,0.0,0.43015041128697185,0.0002748695602709082,0.0,0.008394585627177854,8.39112807009155e-05,0.0,0.0,0.00045449348678996954,0.0
DRR171604,0.1382483766957319,0.474259325588521,0.0,0.0,0.0,0.3766559645623804,0.0,0.001349855063280803,0.004530961427364385,6.718592489675219e-05,0.0001759931627555618,0.0,0.0020303982927477,0.0012827160606431955
DRR171605,0.013286100028011578,0.6904030970017646,0.0,0.0,0.0,0.23788500171911695,0.0,0.0004324164911296707,0.00959941150929748,0.0,0.0005728887411980988,1.0957494458979517e-05,0.0005013939967679309,0.04592459955353772
DRR171606,0.09059990246573381,0.4790017834591593,1.6578061893504424e-05,0.0,0.0,0.4033868344869853,0.0,0.0,0.0256762189351422,0.0,0.0,0.0,2.438653507631951e-05,0.0
DRR171607,0.013042651800970936,0.6236571664726771,0.0,0.0,0.0,0.34281450855583656,0.0,0.0,0.019297098220294635,0.0,0.0,0.0,1.3633743267900855e-05,2.7089571300240308e-05
DRR171608,0.03499153320042937,0.4841064036647881,1.6017267847446418e-05,0.0,0.0,0.46454148751641716,0.0001388263216018223,0.0,0.01395738906197911,5.792803044997626e-05,0.0,0.0,6.369497910666765e-05,0.0008608595230689608
DRR171610,0.03188147228092782,0.3835512719432654,2.026070570648897e-05,0.0,0.0,0.568183885722933,0.0,0.0003742858744257634,0.013370517191052056,9.468255365676449e-05,0.00018167666475720794,0.0,0.0005240772942122767,0.0
DRR171613,0.05577025488986514,0.47709431432099836,1.178338096473782e-05,0.0,0.0,0.43494308267321025,0.0006071426172964194,0.0,0.02999940174434392,0.0,0.0,0.0,0.00016972815327531517,0.0
DRR171616,0.0031211649069980457,0.7979006210338611,0.0,0.0,0.0,0.15628539013521128,0.024567507982050325,0.0,0.01664681658021003,0.0,0.0,0.0,3.642412119942364e-05,0.0
DRR171617,0.005273412695237833,0.7895455029818592,1.2143685799748528e-05,0.0,0.0,0.18590488129890465,0.0,0.0,0.010302574398892074,1.0701258081654983e-05,0.0,0.0,0.0,0.00784694415903921
DRR171619,0.02868957234878183,0.5087129206785859,1.6465146639414728e-05,0.0,0.0,0.43709649967277836,0.0,0.00037831224757991453,0.023698411497744543,0.0,0.0,0.0,0.00013258908569953326,0.0
DRR171620,0.022509983791190687,0.5832606804933111,0.0,0.0,0.0,0.381697398383242,0.0,0.0,0.01113602791375302,0.0,0.0,0.0,0.00023779353521592494,0.0
DRR171621,0.10146883219638214,0.24340209025089712,2.279343211989824e-05,0.0,0.0,0.5984402323668173,0.0,0.00017353236594526254,0.05403425691288573,0.0,0.0,0.0,0.0008958910373928656,3.237648067238907e-05
DRR171628,0.017748288675392365,0.640705635873743,0.0,0.0,0.0,0.2734020132583339,0.0,0.0,0.03156793160115707,0.0,0.0,0.0,0.00010179724313289038,0.03536593517760555
DRR171629,0.02701705317906786,0.7499517991468283,2.0456407679017967e-05,0.0,0.0,0.1448976049023869,0.06442297763960371,0.0,0.012377094230689048,0.0,0.0,0.0,0.0001772494332555534,0.0
DRR171631,0.01687311365926495,0.7533899314557494,1.0940168844255202e-05,1.2571489026809653e-05,0.0,0.21829423084246702,5.224760711644738e-05,0.0,0.009450707692776688,0.0,0.0,0.0,0.00015065526712515677,5.590216799517941e-05
DRR171637,0.0046956455716994725,0.7595350809697966,1.1273223839871726e-05,0.0,0.0,0.2200137384104329,0.0,0.0,0.012895801890932632,0.0,0.0,0.0,0.0019031582908498191,0.0
DRR171639,0.01660234131163644,0.657366804736164,0.0,0.0,0.0,0.3232272692243698,1.0247287141131156e-05,0.0,0.0016123569500653165,0.0,0.0,0.0,4.293563275436018e-05,0.0
DRR171640,0.040441404390379125,0.40081504396746886,5.6424550159367004e-05,0.0,0.0,0.43815527902395873,0.01857829132586367,0.0,0.10014403023683201,0.0,1.356719704564734e-05,0.0,0.0003521611882534036,0.0
DRR171641,0.011865357590554024,0.709340397075334,0.0001774477263206319,0.0,0.0,0.2650740098748895,0.0,0.0,0.012393828330953538,0.0,0.0,0.0,0.0,0.0
DRR171642,0.1639188781327291,0.3787997106899417,1.4420290928160027e-05,0.0,0.0,0.44892998558362524,0.0,0.0,0.006229010468105687,6.748855023126648e-05,1.35953094572151e-05,0.0,0.000558866011353684,0.00015414407910189693
DRR171643,0.011814931587694377,0.4840819849400672,0.00012880094213124074,0.0,0.0,0.4771889847495866,0.001329889556175553,0.0,0.02396881156084467,2.2326553911923147e-05,0.0,0.0,9.148217952370824e-05,0.0
DRR171644,0.1244618454491592,0.46284550623697296,6.544186933285772e-05,0.0,0.0,0.34428498971378674,0.0009304645486670105,0.0,0.06647229076632119,0.0,0.0,0.0,3.4087152373658817e-05,0.0
DRR171645,0.0404238614017724,0.5198166360805035,0.0,1.8890646646360418e-05,0.0,0.4113508831654131,0.0,0.0006966439369501994,0.023068078351828166,0.0,0.0001896447662046305,0.0,0.000135345871742421,0.0024824716075167947
DRR171646,0.0420299954579646,0.7346940151174242,2.9004767783608418e-05,0.0,0.0,0.1999685489135929,0.003062370803346794,0.0,0.018913450622367583,1.8554810496800024e-05,0.0,0.0,1.7620655466100712e-05,0.0
DRR171647,0.008495055715005181,0.5704386155525193,0.0006332603537744353,0.0,0.0,0.41024040350907776,0.0001488206737710893,0.0,0.008419933982466321,0.0,0.0,0.0,0.0002115739458800817,6.274457644238156e-05
DRR171648,0.039630956250167916,0.21896074071426228,7.006187296968366e-05,0.0,0.0,0.6895359519170287,4.8386692743645454e-05,0.0,0.05003857128403765,0.0,0.0,0.0,0.0002551983409224869,0.0
DRR171650,0.011874247040167204,0.45885901114747074,6.67204763663735e-05,0.0,0.0,0.5066068073748898,8.049597376893049e-05,8.893538373914826e-05,0.000734206796315177,1.0224553773877195e-05,0.0,1.1230891256688828e-05,0.00035146291027301314,0.020069034349653965
DRR171651,0.003819482743201841,0.39667291644961894,4.513569208037518e-05,0.0,0.0,0.46522818243624336,0.0,0.0030952611164609518,0.026217948270078277,2.7958740541694338e-05,0.003947408592239126,0.0,0.0019823739034606244,0.0967476126981691
DRR171652,0.059728840507270745,0.35920440620892374,4.85685530619959e-05,0.0,0.0,0.5428635213013373,0.0,0.0,0.036236841611928944,1.1095126022889818e-05,0.0,0.0,9.160226447092542e-05,0.0
DRR171653,0.003530701822512698,0.6005563511013078,4.6999479723689675e-05,0.0,0.0,0.36914057553313157,0.0,0.00028116641746048714,0.02441820216528768,0.00011713751795078224,2.2960286593724373e-05,0.0,2.9547402533258337e-05,0.0
DRR171654,0.028473335730670894,0.4369763699794483,0.0,0.0,0.0,0.4725698300019556,0.000198788959918914,0.0,0.060391634890848714,0.0,0.0,0.0,2.3980760305288418e-05,1.934156346580717e-05
DRR171655,0.00957227008472572,0.522296263817948,1.5090749779707528e-05,0.0,0.0,0.4125429860515948,0.00013029958291867124,0.0,0.05233660868079935,1.8568905700853344e-05,0.0,0.0,0.001647939274481095,0.0
DRR171656,0.07265259125544617,0.12477693409277452,2.655487344830609e-05,0.0,0.0,0.790651880348512,0.000171835711631519,0.0004392706822697176,0.007320457463616217,0.0001583138570830059,9.20887381605304e-05,0.0,0.001154545081132498,0.0
DRR171657,0.011240256235909764,0.7149558432743247,0.0,0.0,0.0,0.24154921030497534,0.0,1.4190879431079208e-05,0.02966207590307803,5.558018264119728e-05,0.00024777286044405466,0.0,3.9697951508499314e-05,0.0
DRR171659,0.07956668753957885,0.5789714208774225,1.0440229146584254e-05,0.0,0.0,0.32202893698028523,0.0,0.0,0.017319677523593546,0.0,0.0,0.0,0.001011000281739282,0.0
