SampleName,Actinobacteria,Aquificae,Bacteroidetes,Candidatus_Saccharibacteria,Chlorobi,Chloroflexi,Cyanobacteria,Deinococcus-Thermus,Dictyoglomi,Elusimicrobia,Firmicutes,Fusobacteria,Lentisphaerae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thermotogae,Unclassified_Bacteria,Verrucomicrobia
ERR011239,0.002605519626651908,0.0,0.29656157258367244,3.970072822251542e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6806080061887554,3.181843862285938e-05,0.0003103661722656601,0.0,0.01042856304665069,3.6035723759717065e-05,0.0,0.0005159435115810005,0.0,0.00506087364668441,0.0004722049652598571
ERR011241,0.010895549566878097,0.0,0.4030142307850379,2.658902837337618e-05,0.0,0.0,0.0,1.0040465419583677e-05,0.0,0.0,0.5537538187727161,0.0,0.00019785063324516498,0.0,0.015060684607781347,5.65513390660494e-05,1.6054080967565296e-05,0.0,0.0,0.00213057572211505,0.011708992411934393
ERR011242,0.0009284012251191096,0.0,0.39603574275297315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866421727400164,7.318698634017124e-05,2.4574056299474288e-05,0.0,0.005597404794227992,0.00011885497852926652,0.0,0.00034431403565744084,0.0,0.0046654372313199,0.003454414603596332
ERR011245,0.005873135452408629,0.0,0.4532390256375497,7.453599971783181e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.4804680471308738,0.0005000450632102104,1.7692933413991427e-05,0.0,0.05077617190752379,0.0,0.0,0.0,0.0,0.0067603358833601005,0.00013975662384583485
ERR011247,0.005159274436707799,0.0,0.49204329472055963,2.416977269412199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.46755691706795066,1.1596687384936615e-05,0.0,0.0,0.03288847109539945,0.00015918210191645174,0.0,0.0,0.0,5.885846226420355e-05,0.0001746555541039177
ERR011248,0.0005646628628940023,0.0,0.41834107162304024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5642483550048175,1.4446974940213175e-05,0.0,0.0,0.014876343693885224,0.0003895954242519498,0.0,3.620522482707027e-05,0.0,6.946695924882434e-05,0.0
ERR011249,0.004600519148569153,0.0,0.2873620172693909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6834073248834449,1.1526920273047924e-05,4.110911472992081e-05,0.0,0.017288079599544162,0.0,0.0,5.997014596180132e-05,0.0,0.0007322421055005609,0.002935476598002416
ERR011250,0.000972195975156261,0.0,0.18675616247708968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045046850335285,0.00011382938561993914,0.0,0.0,0.0029500739536849857,4.1382256073845266e-05,0.0,0.00025382679684813686,0.0,0.0010710992093096805,0.0007265160792452551
ERR011251,0.0055336314056367705,0.0,0.440341923545324,4.1408161397934535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5397005719917071,0.0002194510493720316,0.0,0.0,0.006794012647793651,4.663862423237925e-05,0.0,0.00017326709040398877,0.0,0.0036541215518218636,0.00030274284861573134
ERR011252,0.0005257703316784202,0.0,0.43568006020976185,1.4465921082207047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5522464646522307,0.00034171037592465757,0.0,1.526057078259606e-05,0.003113151655441614,4.325434303387551e-05,0.0,0.00012110213455308987,0.0,0.005598983019071442,2.681180200977746e-05
ERR011253,0.0051020262879140355,0.0,0.4080612399248027,2.2410192851805425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5703676343891358,0.00013547863957106353,0.00010505279027777884,0.0,0.010730485264920287,4.880326351936407e-05,0.0,0.00016907321566434286,0.0,0.002335442863445169,0.0
ERR011254,0.0005184774292028186,0.0,0.31940858820413,0.0,0.0,0.0,0.0,0.0,1.190970672956712e-05,0.0,0.6672902592157932,0.0005900914143370938,0.0,0.0,0.002423842819801135,0.00015955176817975198,0.0,0.0005791457446688862,0.0,0.006661335363478429,0.0
ERR011255,0.003951715143552168,0.0,0.7023580774040584,2.941365111862322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.28061447814981866,0.0,0.00011275225466319748,0.0,0.010136934722684187,0.0,0.0,0.0,0.0,0.00018206954474753748,0.0
ERR011256,0.0016215498049931107,0.0,0.5781820642492971,2.488996458332195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.4049876845907708,3.523160634382786e-05,1.063480927686474e-05,0.0,0.012485211692498268,2.258203316516212e-05,0.0,0.0,0.0,0.0005023014987024763,0.0
ERR011257,0.006533168509210249,0.0,0.5844732408023087,1.1754986259113969e-05,0.0,1.4288032191458256e-05,0.0,0.0,0.0,0.0,0.33458486226818335,2.4835116558239164e-05,2.905066959189155e-05,0.0,0.06433920640949212,0.00013379042407771997,0.003594276506368768,0.00024451965050346425,0.0,0.0004989662188557074,0.00010759782284249521
ERR011258,0.0024545102748953977,0.0,0.6428648777902574,1.9300421277935396e-05,0.0,4.960258838392982e-05,0.0,0.0,0.0,0.0,0.32588154378266504,0.00010187869832794221,0.0,2.5674820823440086e-05,0.022965260905476275,0.00019712145339403743,0.0008503948373486058,0.0006105786495889203,0.0,0.0009078072206141779,5.828912196645979e-05
ERR011261,0.005130668464795035,0.0,0.4954031120740325,1.0040165941750313e-05,0.0,0.0,0.0,1.268097593719897e-05,0.0,0.0,0.4757217884320165,7.420325816894904e-05,0.0011224244606775314,0.0,0.015032009282761435,4.7326755013914616e-05,6.460272732030833e-05,0.0008262456752619033,0.0,0.0024711315795569832,0.0003571322730597474
ERR011263,0.003502132151891721,0.0,0.22826040996536692,4.5219899270615176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.7552671673779475,0.0006715056455056853,9.784394016344152e-05,0.0,0.006030302311452936,0.0,0.0019091623956737803,5.109066834059716e-05,0.0,0.0004055375872492374,0.0005009701571532572
ERR011264,0.0003301779929184663,0.0,0.16519096631774227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8276771065732489,0.001467827979154292,1.5326974640080775e-05,0.0,0.0010180796181858656,0.0,0.0005925254798793153,0.00030719320483876713,0.0,0.0007986206346716637,6.809865384335858e-05
ERR011265,0.0056473859991081924,0.0,0.4541818002746298,4.238157341833254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5294226846984892,1.2855645215878363e-05,0.00025458799367900016,0.0,0.006752529376617889,0.0,0.0,1.0102631291443485e-05,0.0,0.00015194118897146898,0.0009470181693213258
ERR011266,0.003129935150497835,0.0,0.45829340960662407,3.1996817977875866e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5315154078189434,0.0,3.4196268088137074e-05,0.0,0.00369686969498555,0.0,0.0,1.7026243210937188e-05,0.0,0.00020659759402026412,0.0008562887645797476
ERR011268,0.0028282721956269232,0.0,0.8162084604058808,1.4174005577491958e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.17080838066911574,6.475576620261234e-05,0.0,0.0,0.002789163379111253,4.217501381441237e-05,0.0,0.0,0.0,0.006191786080927211,4.740914993307379e-05
ERR011269,0.003070548497161218,0.0,0.6812464682773118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999767178097934,4.877208547440264e-05,0.00016980638130071024,0.0,0.012412473933019256,0.0,0.0,0.0,0.0,0.0013829256200460307,0.0
ERR011270,0.0005303206465447302,0.0,0.6812182595375746,2.3955083986780804e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.30976128262787367,5.169229382600358e-05,3.1261442644513536e-05,0.0,0.005484667695038253,0.0,0.0,0.0,0.0,0.001490812280847628,0.0
ERR011271,0.01848285041719186,0.0,0.2435752775509502,5.755089138627469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6984818419107809,0.00013870205072404862,0.0,0.0,0.02027568035472642,0.0003061519746846346,0.0,6.327404124734079e-05,0.0,0.015389423243862485,0.0003143827800567441
ERR011272,0.05823748230224478,0.0,0.2431301434020392,5.354194793013153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6629243992031036,0.0,0.0,0.0,0.0298208274569329,0.0001866235851020982,0.0,0.0,0.0,0.002444987314776175,0.000976234228237411
