SampleName,Actinobacteria,Bacteroidetes,Candidatus_Gracilibacteria,Candidatus_Saccharibacteria,Chloroflexi,Cyanobacteria,Deinococcus-Thermus,Elusimicrobia,Firmicutes,Fusobacteria,Kiritimatiellaeota,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unclassified_Bacteria,Verrucomicrobia
SRR5898985,0.17742839892040185,0.46513746618299956,0.0,0.00016532512639045333,0.0,0.0,0.0,0.0,0.3396670490325863,0.0,0.0,0.0,0.012387225637450754,0.0,0.0,0.0006052002577592757,0.00021144119601719248,3.8121289906022714e-05
SRR5898986,0.018921070539321155,0.6895827597860308,0.0,0.0,0.0,0.0,0.0,0.0,0.2825502576967861,0.0,0.0,0.0,0.005060920310411241,0.0,1.1156307617922703e-05,0.0,1.7082941035626556e-05,0.0008528715775199754
SRR5898987,0.10964052109705169,0.48930771854832006,0.0,0.0,0.0,0.0,0.0,0.0,0.3132839248037662,0.0,0.0,4.403879991616789e-05,0.0594069257559205,0.0,0.0,2.465314475360513e-05,9.346901693373479e-05,0.02463092666417467
SRR5898988,0.1492376789252252,0.3636214188214682,0.0,9.135736177148267e-05,0.0,0.0,0.0,0.0,0.409381801884891,2.5857936406292784e-05,0.0,0.0,0.07526693292272019,1.2493053201654273e-05,0.0,0.0,0.00012737741657660125,0.0
SRR5898989,0.04988632207434746,0.18877776380145858,0.0,6.732558857088964e-05,0.0,0.0,0.0,0.0,0.722585649682307,0.0,1.4603418154672693e-05,0.00020628388498568522,0.028203764802598123,3.0467771620109802e-05,0.00022340480327348217,8.825094114380013e-05,0.0001665265975776252,0.005560480871177654
SRR5898990,0.019534413063682952,0.7549947582027547,0.0,0.0,4.430103910784095e-05,0.0,0.0,0.0,0.19961045896698135,1.2175540726240575e-05,0.0,0.0,0.022290680212303748,0.0,0.0,0.0,0.00016043172162615686,3.5056369306493086e-05
SRR5898991,0.07230631139862034,0.15113129370084383,0.0,8.12355494560415e-05,0.0,0.0,0.0,0.0,0.12834105571431945,1.005883302937977e-05,0.0,0.0,0.6447829040479316,0.0,0.0,0.0,0.00017623145405947806,0.0
SRR5898992,0.022730647286578715,0.8864991704882883,0.0,0.0,0.0,0.0,0.0,0.0004102518350316855,0.07641976500152237,0.0,0.0,0.0,0.011035838826015951,0.0,0.0,0.0,0.0,0.0
SRR5898993,0.014546846103139657,0.8490591505545367,0.0,0.0,0.0,0.0,0.0,0.0,0.13369596237463036,0.0,0.0,0.0,0.0003803745657418011,0.0,0.0,0.0,0.0,0.0
SRR5898994,0.053834775082719215,0.4808126609947283,0.0,0.0001842773884571482,0.0,0.0,0.0,0.0,0.36722563067940306,1.0086945936417217e-05,0.0,0.0,0.09273511237050536,2.3104035353992582e-05,0.0,4.488790126437133e-05,0.0007484251773869169,0.0008279127696038765
SRR5898995,0.004665101114113978,0.6798867575637276,0.0,0.0,0.0,0.0,0.0,0.0,0.3112810007717314,0.0,0.0,0.0,0.0022182846538183225,0.0,0.0,0.0,5.9737764710780214e-05,0.0
SRR5898996,0.029255342265666038,0.38349664913253617,0.0,1.1831693093699335e-05,0.0,0.0,0.0,0.0,0.5280328665670843,0.0,0.0,0.0,0.04858336922651637,0.00020313173264380023,2.897746704273152e-05,0.00011601488667851581,4.862549637323786e-05,0.007331798739437583
SRR5898997,0.28087768330690605,0.09935483426265318,0.0,0.00013291668522998854,0.0,0.0,0.0,0.0,0.5112381893711007,0.0,0.0,0.0,0.1060337219066149,0.0,0.0,0.0,0.0,0.0
SRR5898998,0.008916416816623782,0.7802991705393351,0.0,0.0,0.0,0.0,0.0,0.0,0.2042590963966439,1.8338178016194687e-05,0.0,0.0,0.0038927585354268392,0.0,0.0,0.0,0.0,0.0
SRR5899000,0.02306126744053164,0.8273888671498386,0.0,1.2680272765147638e-05,0.0,0.0,0.0,0.0002356757100760502,0.11417699668839487,0.0,0.0,0.0013564513174524214,0.026936125570077254,0.0003592059894783937,0.0,0.0,3.719524533280376e-05,0.0030593819502534748
SRR5899001,0.03308381676742975,0.6819528954110482,0.0,2.6204375585103625e-05,0.0,0.0,0.0,0.0,0.26996247138240176,0.0,0.0,0.0,0.012381727040962192,0.0,0.0,0.0,5.259265102974004e-05,0.0
SRR5899004,0.01059211683099775,0.8814866992913076,0.0,1.058925555211312e-05,0.0,0.0,0.0,0.0,0.0895740958368194,0.0,0.0,1.9220689374847973e-05,0.012668386997933507,0.0,0.0,0.0,0.0,0.003414849080636489
SRR5899005,0.013072351151714184,0.5831536983356436,0.0,4.942258696684978e-05,0.0,0.0,0.0,0.0,0.2454018030989169,0.0,0.0,0.0,0.021721642617591994,0.1332243651684229,0.0,0.0,1.274433721603036e-05,0.0
SRR5899006,0.015624452814991335,0.71660918557979,0.0,2.2503071830091288e-05,0.0002176561467036609,0.0,0.0,0.00010152708101180755,0.24192274662042468,0.0,0.0,4.585632845512923e-05,0.021848528624068914,0.00041987743664874974,0.0,0.0,3.8655590897986115e-05,0.0
SRR5899007,0.004306142280824538,0.859201128004114,0.0,0.0,0.0,0.0,0.0,0.0,0.12331108995805712,0.0,0.0,0.0,0.011626552417641508,0.0,0.0,0.0,0.0,1.1694169242539567e-05
SRR5899008,0.022403022472119973,0.8791521883474842,0.0,0.0,0.0,0.0,0.0,0.0,0.08580369860887495,0.0,0.0,0.0,0.009811411864694492,0.0,0.0,0.0,9.634789723518062e-05,0.0008591860590594506
SRR5899009,0.003951053640361877,0.7618903813364982,0.0,1.5173744082743634e-05,0.0,0.0,0.0,0.0003798910755424785,0.20733829101955542,0.0,0.0,0.0,0.002781783022960767,0.0,0.00017194682346315638,6.0933612920960284e-05,0.00015981713688917743,0.019444768406250475
SRR5899010,0.05580583645128566,0.35137702250886094,0.0,2.355263949347203e-05,0.0,0.0,0.0,0.0,0.47081698792103904,0.0,0.0,0.0,0.11721438710358681,0.0,0.0,5.002506152933372e-05,0.00012871196202367385,0.0
SRR5899011,0.034958472084382713,0.49523021526546385,0.0,5.801584837057834e-05,0.0,0.0,0.0,0.0,0.4539065810578788,0.0,0.0,0.0,0.013066042572263457,0.0,0.0,0.0,9.515328365179174e-05,0.00019696737564536972
SRR5899012,0.09740926231112818,0.5496183993922237,0.0,6.315615332711864e-05,0.0,0.0,0.0,0.0,0.23058863322176665,0.0,0.0,0.0,0.03773055840055784,0.0,0.0,0.0,1.6145229617020485e-05,0.08203755846517255
SRR5899013,0.005891230197994231,0.09564695643785691,0.0,1.4895968198679233e-05,0.0,5.6514606672672874e-05,0.0,0.0,0.23495872249590727,0.0,0.0,0.0,0.6594754078839612,0.0,0.0,0.0,0.00012830081365533994,0.0007155739346715031
SRR5899014,0.08328468072852249,0.3135573094270796,0.0,0.0009563239288225928,0.0,0.0,0.0,0.0,0.5800060037610746,5.242336657977037e-05,0.0,0.0,0.01811679785932621,0.0,2.0884769383308967e-05,0.0,1.0738968153096886e-05,1.2480573588032512e-05
SRR5899015,0.09400492641361427,0.16853477489577975,0.0,5.5781110084427136e-05,0.0,0.0,0.0,0.0,0.4891578956355622,0.0,0.0,0.0,0.13713224915874148,0.0,8.76045719352916e-05,0.0,0.00012582886176877898,0.10564553758699789
SRR5899016,0.11732928346154572,0.6378138928551211,0.0,0.00010786096473570144,0.0,0.0,0.0,0.0,0.22024571650267602,0.0,0.0,0.0,0.022264141429974287,3.267100848753406e-05,0.0,0.0,1.2498512486340338e-05,0.0
SRR5899017,0.1439000183620732,0.41821816800227524,0.0,0.0,0.0,0.0,0.0,0.0,0.42277258383685684,0.0,0.0,0.0,0.010866059456388952,2.028874695518026e-05,0.00011638048575869333,1.0099861715147393e-05,1.0831767684402584e-05,0.00023436630698345072
