Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19980677_strainSA19980677,NZ_CP007285.2,1412472,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19981522_strainSA19981522,NZ_CP007286.2,1412485,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20090135_strainEC20090135,NZ_CP007320.2,1412460,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20090193_strainEC20090193,NZ_CP007321.2,1412459,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20090332_strainEC20090332,NZ_CP007322.2,1412461,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20090877_strainSA20090877,NZ_CP007300.2,1412521,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20091739_strainSA20091739,NZ_CP007301.2,1412523,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093421_strainSA20093421,NZ_CP007302.2,1412514,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093430_strainSA20093430,NZ_CP007303.2,1412512,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093538_strainSA20093538,NZ_CP007304.2,1412522,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093543_strainSA20093543,NZ_CP007305.2,1412520,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093784_strainSA20093784,NZ_CP007306.2,1412509,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093788_strainSA20093788,NZ_CP007307.2,1412511,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093950_strainSA20093950,NZ_CP007308.2,1412519,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093977_strainSA20093977,NZ_CP007309.2,1412510,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094079_strainSA20094079,NZ_CP007310.2,1412524,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094350_strainSA20094350,NZ_CP007311.2,1412504,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094352_strainSA20094352,NZ_CP007312.2,1412491,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094383_strainSA20094383,NZ_CP007313.2,1412516,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094389_strainSA20094389,NZ_CP007314.2,1412515,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094521_strainSA20094521,NZ_CP007315.2,1412484,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094642_strainSA20094642,NZ_CP007316.2,1412518,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120916_strainEC20120916,NZ_CP007332.2,1412570,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121177_strainEC20121177,NZ_CP007333.1,1412594,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20092320_strainSA20092320,NZ_CP007334.2,1412508,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094803_strainSA20094803,NZ_CP007317.2,1412503,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20095309_strainSA20095309,NZ_CP007318.2,1412507,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20095440_strainSA20095440,NZ_CP007319.1,1412492,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110222_strainEC20110222,NZ_CP007323.2,1412456,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20111514_strainEC20111514,NZ_CP007324.2,1412539,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20111515_strainEC20111515,NZ_CP007325.2,1412538,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20111554_strainEC20111554,NZ_CP007326.2,1412567,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20111561_strainEC20111561,NZ_CP007327.2,1412572,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20111576_strainEC20111576,NZ_CP007328.2,1412535,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120002_strainEC20120002,NZ_CP007329.2,1412466,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120003_strainEC20120003,NZ_CP007330.2,1412467,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120007_strainEC20120007,NZ_CP007331.2,1412469,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120213_strainEC20120213,NZ_CP007344.2,1412528,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120219_strainEC20120219,NZ_CP007345.2,1412548,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120229_strainEC20120229,NZ_CP007346.2,1412547,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120240_strainEC20120240,NZ_CP007347.2,1412546,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120356_strainEC20120356,NZ_CP007348.2,1412602,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120469_strainEC20120469,NZ_CP007349.2,1412552,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120496_strainEC20120496,NZ_CP007350.2,1412556,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120497_strainEC20120497,NZ_CP007351.2,1412568,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120498_strainEC20120498,NZ_CP007352.2,1412545,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120505_strainEC20120505,NZ_CP007353.2,1412544,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120528_strainEC20120528,NZ_CP007354.2,1412537,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120994_strainEC20120994,NZ_CP007365.1,1412569,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121004_strainEC20121004,NZ_CP007366.1,1412530,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121541_strainEC20121541,NZ_CP007367.1,1412525,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121542_strainEC20121542,NZ_CP007368.2,1412557,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121671_strainEC20121671,NZ_CP007369.2,1412565,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121672_strainEC20121672,NZ_CP007370.2,1412561,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121689_strainEC20121689,NZ_CP007371.2,1412616,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20121703_strainSA20121703,NZ_CP007372.2,1412483,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121744_strainEC20121744,NZ_CP007373.2,1412554,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121746_strainEC20121746,NZ_CP007374.2,1412563,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121748_strainEC20121748,NZ_CP007395.2,1412560,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121750_strainEC20121750,NZ_CP007396.2,1412541,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121751_strainEC20121751,NZ_CP007397.2,1412540,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121753_strainEC20121753,NZ_CP007398.2,1412551,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120734_strainEC20120734,NZ_CP007400.2,1412609,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120738_strainEC20120738,NZ_CP007401.2,1412610,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120765_strainEC20120765,NZ_CP007402.2,1412564,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120773_strainEC20120773,NZ_CP007403.2,1412611,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120774_strainEC20120774,NZ_CP007404.2,1412612,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120775_strainEC20120775,NZ_CP007405.2,1412533,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120776_strainEC20120776,NZ_CP007406.2,1412532,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120917_strainEC20120917,NZ_CP007407.2,1412613,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120918_strainEC20120918,NZ_CP007408.2,1412614,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120925_strainEC20120925,NZ_CP007375.2,1412615,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120927_strainEC20120927,NZ_CP007376.2,1412617,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120963_strainEC20120963,NZ_CP007377.2,1412531,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120968_strainEC20120968,NZ_CP007378.2,1412558,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120969_strainEC20120969,NZ_CP007379.2,1412619,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120970_strainEC20120970,NZ_CP007380.2,1412542,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121812_strainEC20121812,NZ_CP007381.2,1412571,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121825_strainEC20121825,NZ_CP007382.2,1412526,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121826_strainEC20121826,NZ_CP007383.2,1412527,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121969_strainEC20121969,NZ_CP007384.2,1412583,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121970_strainEC20121970,NZ_CP007385.2,1412582,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20090419_strainSA20090419,NZ_CP007296.1,1412517,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20090435_strainSA20090435,NZ_CP007297.2,1412513,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20090530_strainEC20090530,NZ_CP007298.2,1412585,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20100088_strainEC20100088,NZ_CP007355.2,1412598,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20100089_strainEC20100089,NZ_CP007356.2,1412599,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120580_strainEC20120580,NZ_CP007335.2,1412603,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120581_strainEC20120581,NZ_CP007336.2,1412604,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120590_strainEC20120590,NZ_CP007337.2,1412605,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120597_strainEC20120597,NZ_CP007338.2,1412606,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120685_strainEC20120685,NZ_CP007339.1,1412534,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120686_strainEC20120686,NZ_CP007340.2,1412607,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120687_strainEC20120687,NZ_CP007341.2,1412608,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120697_strainEC20120697,NZ_CP007342.1,1412553,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120722_strainEC20120722,NZ_CP007343.2,1412550,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121976_strainEC20121976,NZ_CP007386.2,1412581,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20085285_strainSA20085285,NZ_CP007426.1,1412489,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20090195_strainEC20090195,NZ_CP007430.2,1412587,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20094682_strainSA20094682,NZ_CP007431.2,1412476,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
