,ASPL,Average_Degree,Modularity,Average_Clustering_Coefficient,Abundance_Assortativity,Genera_Assortativity,Degree_Assortativity,Transitivity
0,2.853544937036398,2.9306930693069306,0.43440125091307513,0.005775577557755775,-0.006791151967825339,-0.011959887835804737,-0.025304378782482942,0.006772009029345372
1,2.274974421935748,2.702970297029703,0.4588884863610119,0.008624076693383623,-0.006992156624308386,-0.003996835838294684,0.011382333716500343,0.011811023622047244
2,3.111241217798595,2.603960396039604,0.47618152640633643,0.016713814238566712,-0.007068655499501335,-0.01567289775800926,0.0580624344599498,0.025423728813559324
3,3.140485197862247,2.732673267326733,0.44397841839949326,0.011967625333961967,-0.006999662905752414,-0.024208566108007454,0.07739805518935433,0.022988505747126436
4,4.870034542314335,3.00990099009901,0.41473878981994444,0.015393682225365395,-0.006353959654806304,-0.009033091634087387,-0.06710191881302047,0.013904982618771726
5,2.8290404040404042,2.386138613861386,0.4929667188925788,0.013177746346063177,-0.006847415317408033,-0.010141195275730396,-0.0036357902742620734,0.02185792349726776
6,5.389115646258503,2.772277227722772,0.4423214285714283,0.008427628477133428,-0.006463705044514195,-0.013882740073609576,-0.06879058776872622,0.008253094910591471
7,3.1750483558994196,2.6831683168316833,0.476062417450745,0.02260726072607261,-0.0066409435759665,0.013050075872534152,0.011856506493426781,0.03008595988538682
8,1.7152818828680896,2.6831683168316833,0.4674228292098441,0.014187132999014187,-0.006916975725459818,-0.005283273381294964,0.01634513790213763,0.016260162601626018
9,2.072597410311238,2.594059405940594,0.46354379115435984,0.0,-0.00670953927830289,-0.018944408295751156,0.11870365752033142,0.0
10,2.6093875430892006,2.6831683168316833,0.4647540202339318,0.009971711456859973,-0.006882463428344233,-0.019241875730726433,0.03505062868587983,0.01227830832196453
11,3.142487648939262,2.5841584158415842,0.47340761292406125,0.00915841584158416,-0.007081399130717601,-0.004472231095696621,-0.09743694163760876,0.01721664275466284
12,1.851432390853012,2.4158415841584158,0.472688793335125,0.0,-0.007070604553604654,-0.011131532406283593,0.0010491031447507555,0.0
13,1.9288429555713946,2.8514851485148514,0.42135657793209796,0.0026166902404526167,-0.006852432947517284,-0.011552090274447773,0.08492417949587097,0.007134363852556481
14,5.15203266057156,2.6732673267326734,0.43036351165980635,0.0,-0.006954756100087712,-0.010404558727638706,-0.09694872415103825,0.0
15,2.0719598081476533,2.5841584158415842,0.4703982619162956,0.007920792079207921,-0.006910211592896154,-0.00023386165951250556,0.05014430774416412,0.008902077151335312
16,2.46256038647343,2.6435643564356437,0.50082060345916,0.008745874587458746,-0.006515830715470686,-0.004714616764857583,0.09714593339669952,0.013719512195121951
17,5.4789142314088854,2.5643564356435644,0.46901507133167114,0.008910891089108912,-0.006783832865569044,-0.012786295077897086,-0.11972488332105066,0.009302325581395349
