,ASPL,Average_Degree,Modularity,Average_Clustering_Coefficient,Abundance_Assortativity,Genera_Assortativity,Degree_Assortativity,Transitivity
0,2.853544937036398,2.9306930693069306,0.439862582176771,0.005775577557755775,-0.006791151967825339,-0.0029766456850402966,-0.025304378782482942,0.006772009029345372
1,2.274974421935748,2.702970297029703,0.4500597083014655,0.008624076693383623,-0.0069921566243083865,-0.007930307325336198,0.011382333716500343,0.011811023622047244
2,3.09992193598751,2.623762376237624,0.4615663937344256,0.024139556812824137,-0.007041041672641749,-0.0028749963329128382,0.05553229632969406,0.029288702928870293
3,3.1257731339698553,2.7524752475247523,0.4395411728171421,0.011967625333961967,-0.006977335061923035,-0.017967993050683244,0.08242999180409942,0.02269861286254729
4,4.870034542314335,3.00990099009901,0.44042157202216153,0.015393682225365395,-0.006353959654806304,-0.002123142250530785,-0.06710191881302047,0.013904982618771726
5,2.8290404040404042,2.386138613861386,0.5009727793942927,0.013177746346063177,-0.006847415317408036,-0.00024938100073032565,-0.0036357902742620734,0.02185792349726776
6,5.350497121925693,2.782178217821782,0.43938146680006535,0.008427628477133428,-0.006462385601753894,0.03332853723299892,-0.0661513060782666,0.008185538881309686
7,3.1750483558994196,2.6831683168316833,0.44821693604390034,0.02260726072607261,-0.0066409435759665,-0.014554326336600342,0.011856506493426781,0.03008595988538682
8,1.7708374384236452,2.6930693069306932,0.45614592344290833,0.014187132999014187,-0.00687956340970488,0.01686518320040749,0.01869425067023511,0.016238159675236806
9,2.072597410311238,2.594059405940594,0.45765835324281745,0.0,-0.006709539278302892,0.0029406677045493834,0.11870365752033142,0.0
10,2.5862006845613403,2.712871287128713,0.460053812137035,0.009641678453559644,-0.006846329736942687,-0.005393624211992878,0.0324043419811796,0.012048192771084338
11,3.142487648939262,2.5841584158415842,0.46814491860072516,0.00915841584158416,-0.007081399130717602,-0.018567398522171215,-0.09743694163760876,0.01721664275466284
12,1.8393572963036784,2.4554455445544554,0.471717286680541,0.0,-0.007007662584321176,-0.0008540281661838301,-0.0009010361916199738,0.0
13,1.9263334521263957,2.8613861386138613,0.42234887034398416,0.0026166902404526167,-0.006835113436362321,0.016896966988218062,0.08204147821947112,0.007100591715976331
14,5.10609853225623,2.702970297029703,0.45797608984421945,0.0,-0.006951340615690171,-0.020376404221173955,-0.11045655375552225,0.0
15,2.0719598081476533,2.5841584158415842,0.47656376154196173,0.007920792079207921,-0.006910211592896155,-0.02596379599109812,0.05014430774416412,0.008902077151335312
16,2.4324661439771917,2.6633663366336635,0.46806981661391894,0.008745874587458746,-0.006537675091457903,0.005651733340945092,0.09529872438561414,0.013412816691505217
17,5.4789142314088854,2.5643564356435644,0.47637184895871887,0.008910891089108912,-0.006783832865569044,-0.0008698664408606308,-0.11972488332105066,0.009302325581395349
18,2.334679713277961,2.8316831683168315,0.45870824979216446,0.01534653465346535,-0.006521792631604854,-0.019891500904159132,0.046253277994589836,0.011627906976744186
19,2.4093879976232917,2.613861386138614,0.4538208792470178,0.007496463932107497,-0.006883898323449317,-0.006867988617910408,-0.011646895867803805,0.013062409288824383
20,4.811974380395433,2.9306930693069306,0.4273705715850987,0.0035950023573785954,-0.006611864591770499,-0.009252188737546845,-0.060237099210114484,0.010526315789473684
21,1.9275529865125243,2.386138613861386,0.48444413835849726,0.009240924092409241,-0.006969607656166023,0.0008629662909352961,-0.02817897099078522,0.015985790408525755
22,4.834969458987784,2.9504950495049505,0.4309321652177826,0.01728351406569228,-0.006625519301288263,0.004621763460813592,-0.03763174078079555,0.02066590126291619
23,2.004558683772868,2.742574257425743,0.45385708141641656,0.0023102310231023103,-0.006929042925945855,-0.00897813813246633,-0.1133813431585996,0.0038510911424903724
24,3.1563208369659983,2.6633663366336635,0.4480728569256901,0.009971711456859971,-0.0068107664373221665,-0.018699134709509627,-0.06087366732710724,0.016901408450704224
25,1.9535281385281387,2.5346534653465347,0.4814300537109375,0.014851485148514854,-0.007091871624061653,-0.016513298878104123,0.0605476918364582,0.017991004497751123
26,2.29580255809764,2.7524752475247523,0.4435070648517157,0.0,-0.006924855867887041,-0.012286122462540287,-0.04393493486642498,0.0
27,2.954788394415358,2.9306930693069306,0.4493357377647916,0.011291843470061293,-0.0066407775913968625,-0.004243829425057971,-0.005117676812758632,0.0069767441860465115
28,2.4915251090689687,2.6831683168316833,0.4628204953636271,0.009311645450259311,-0.006303010372562722,-0.006905254302639419,0.05340667728660457,0.01386748844375963
29,1.9340889276373148,2.881188118811881,0.45151805009388,0.015028288543140029,-0.00662117826066283,-0.005719570667120986,0.008219282528306322,0.014580801944106925
30,2.058225053878183,2.732673267326733,0.4801774837219049,0.02385667138142386,-0.007052913375417255,0.019518247086499938,0.11947349994295944,0.03034134007585335
31,3.320122500450369,2.4554455445544554,0.518681711758585,0.017892503536067892,-0.007024150634465819,-0.021020216896505566,-0.1255471708247181,0.014754098360655738
32,3.0911072362685266,2.712871287128713,0.45521871170547207,0.0037010843941537004,-0.006603337199246481,-0.006090083918479189,0.01085260839936709,0.008438818565400843
33,2.918434976329713,2.9405940594059405,0.4306873448287617,0.015955524123840957,-0.006590096027113539,-0.013426045355409111,-0.026017624842635454,0.013986013986013986
34,5.5887191539365455,2.5544554455445545,0.47962111651944234,0.01914191419141914,-0.006760742320431962,-0.01867335562987737,-0.1124859392575925,0.02830188679245283
35,2.3558446186742694,2.742574257425743,0.44593960562499485,0.013531353135313534,-0.006717661414120209,-0.0017540414062129648,-0.01286161025007711,0.012048192771084338
36,4.827067669172933,2.9603960396039604,0.434928020939363,0.009075907590759076,-0.006411014110985405,-0.0018202054397477233,-0.06454455724760244,0.007142857142857143
37,4.770168477948364,2.9306930693069306,0.44613426771365927,0.015649064906490647,-0.006669692252012111,-0.013674771106456096,0.04467427596641515,0.020809248554913295
38,3.085330310880829,2.8118811881188117,0.44932181114858294,0.009394153701084394,-0.006746509726582246,-0.017437530496417473,0.04130631043190358,0.018820577164366373
39,1.8860905065838651,2.6534653465346536,0.4811065938961935,0.009916705956309918,-0.006784412671712923,0.005701713390038891,0.06490840987223527,0.017142857142857144
40,5.031198589894242,2.6435643564356437,0.4577424287056921,0.004455445544554455,-0.007134380650994577,-0.01948930077161722,0.0015696412907985958,0.008075370121130552
41,3.2678023327194596,2.5841584158415842,0.4566800252491884,0.009900990099009901,-0.007096287754468443,-0.0030837004405286327,-0.057554539199416915,0.008583690987124463
42,2.4144005764781737,2.6633663366336635,0.4639377565263027,0.013107024988213107,-0.006782750248700843,-0.006122318374776903,0.017917905220954614,0.012747875354107648
43,4.600290613193839,2.910891089108911,0.39820792262483423,0.008085808580858085,-0.007089802219568321,-0.005260389268805885,0.11475806045551344,0.016251354279523293
44,4.930260047281324,2.8514851485148514,0.4403332368827155,0.004722257940079722,-0.006809657332216598,-0.008781716080699546,-0.005289640046444984,0.007194244604316547
45,3.0989037958115184,2.792079207920792,0.4774659222373112,0.02030881659594531,-0.0064672901927530935,-0.016440203298413027,-0.06068287212792933,0.02027027027027027
46,3.0008625150940142,2.8118811881188117,0.4266328605435438,0.015912305516265914,-0.00653921030300005,-0.005174859128834834,0.02840287069699604,0.01963350785340314
47,5.600921606553647,2.514851485148515,0.48165571331142903,0.020627062706270634,-0.006874702499395247,-0.01526900631545287,-0.1297218635348133,0.023923444976076555
48,2.4103821494318542,2.4455445544554455,0.4943532921372289,0.0021452145214521452,-0.006857171148720573,0.003948234261899543,0.13850523542873103,0.005136986301369863
49,2.0143889259911356,2.6633663366336635,0.4385373336465754,0.004455445544554456,-0.00671971952475027,-0.0007839895087949372,-0.02273378297440209,0.00860832137733142
50,5.094847065307247,2.792079207920792,0.4517881394296042,0.008156529938708157,-0.006702998310008925,-0.01448729520704949,0.02710761335454941,0.011583011583011582
51,5.1523134076325565,2.732673267326733,0.43387024784708855,0.008058305830583059,-0.0066736266205019105,-0.0053004974312974,-0.010035247771097364,0.01226158038147139
52,2.494061803739223,2.594059405940594,0.46438873026047306,0.004526166902404525,-0.006687393676306681,-0.010042826391857735,0.02039015327450069,0.009230769230769232
53,3.0592277486910993,2.910891089108911,0.4544171410060654,0.013256325632563255,-0.006732045936313447,-0.008058205451384946,-0.10149863760218016,0.013921113689095127
54,3.0092943753004646,2.9405940594059405,0.44191635774127613,0.010066006600660066,-0.006320232730591525,0.00564029280527283,0.01611714003842379,0.011097410604192354
55,2.3977138428751332,2.712871287128713,0.4615123341680427,0.019672324375294672,-0.006907096203108865,-0.010434877622377624,-0.04925604373118134,0.031746031746031744
56,3.1106854359705394,2.792079207920792,0.47054977113827134,0.00632956152758133,-0.006945191863299377,0.004182791915875051,0.08298190897429802,0.014723926380368098
57,2.599505695250376,2.5841584158415842,0.48667077699975053,0.0022159358793022157,-0.006932537101637792,0.00798025379327055,0.013021213004811388,0.004431314623338257
58,3.3043815766775917,2.6534653465346536,0.46508827132991887,0.01894939493949395,-0.0068126384255235645,-0.00028101019562632704,-0.05244456525960206,0.01278409090909091
59,4.75889724310777,2.98019801980198,0.4200891822386091,0.008745874587458747,-0.006633038531620816,-0.012416482338722548,-0.02246283015567592,0.010078387458006719
60,3.1451439904478575,2.732673267326733,0.44284945389623803,0.005716643092880716,-0.007052913375417259,-0.015884226467372482,-0.018332615538990005,0.015170670037926675
61,2.3040575243965074,2.485148514851485,0.46715925144045245,0.0023809523809523807,-0.006920470528065464,-0.016810995210916498,0.013299172713227317,0.004878048780487805
62,2.978132387706856,2.8514851485148514,0.43188777970678943,0.010808580858085809,-0.00677910554648573,-0.00853657016811434,0.012064630557233396,0.014475271411338963
63,1.9833265333877328,2.396039603960396,0.4767604671812035,0.008085808580858087,-0.007292741658066736,9.711566475672428e-05,0.036022444550314954,0.01485148514851485
64,2.94635156115232,3.00990099009901,0.4239201004155127,0.005123012301230122,-0.006797978037301729,-0.015132732491260983,-0.1415145401761551,0.009533898305084746
65,2.2142206722851885,3.0,0.41523162217211773,0.004031117397454031,-0.006771464445699437,-0.009925824656946105,-0.030117503761552367,0.006437768240343348
66,2.506587021804413,2.613861386138614,0.48170626721763277,0.010466760961810467,-0.006876625252817107,-0.0011122474115987252,-0.040737858744908526,0.01744186046511628
67,2.168077823815529,2.6435643564356437,0.4441428551389425,0.0042904290429042905,-0.006601102772463165,-0.017009769713886954,0.1013830434986247,0.008982035928143712
68,5.246238633232295,2.633663366336634,0.48149980213691873,0.011551155115511554,-0.006901851403850806,-0.005508996073375133,-0.11491574550311134,0.01278409090909091
69,4.837847469707769,2.742574257425743,0.44289642768705767,0.003465346534653465,-0.007094246507018777,-0.02131194035898059,-0.08675477169167986,0.007462686567164179
70,1.9274053382991931,2.8217821782178216,0.4142566943674979,0.007343234323432342,-0.0068798809966530315,-0.004504332557163037,0.004964973134734207,0.01090909090909091
71,5.284446467174877,2.702970297029703,0.4605053066591509,0.014592173503064595,-0.006597740425848015,-0.00043560331058516524,0.020870810752893747,0.017045454545454544
72,2.9492528359511345,2.9405940594059405,0.4307326916754545,0.005351249410655351,-0.0065039537192345875,0.0011968915849763827,0.02749423773460654,0.0071174377224199285
73,2.4454452651173963,2.6732673267326734,0.47071330589848953,0.015181518151815182,-0.006753117620251068,-0.005257922410117945,0.051715514654396014,0.01694915254237288
74,5.210888610763455,2.722772277227723,0.4657256198347111,0.010301744460160302,-0.006789589296412168,-0.013553005246546424,-0.20629419104394858,0.016107382550335572
75,2.068155887828019,2.6930693069306932,0.45053660250865213,0.010396039603960397,-0.0068453069500959435,-0.012689293582842959,-0.13720491510732694,0.004087193460490463
76,2.0533837746952504,2.762376237623762,0.4418365642784641,0.007095709570957095,-0.006738230729436107,-0.011469127986404976,-0.03326034087812937,0.007863695937090432
77,2.5099872315141405,2.9207920792079207,0.41397874174088145,0.009264497878359266,-0.006686177657986977,-0.003299581734756589,-0.003298755108146921,0.020905923344947737
78,2.335638864671123,2.772277227722772,0.4273469387755098,0.004333647650479333,-0.006715718376414089,0.003257671290458179,0.08265728711635574,0.01174934725848564
79,2.587006000413822,2.633663366336634,0.4829555090734328,0.007001414427157002,-0.0068158857094070616,-0.0038399130696544085,-0.11176955378517399,0.01300578034682081
80,2.1873292647486196,2.8217821782178216,0.442616189596799,0.00957095709570957,-0.006349698002168189,-0.021790080445936534,0.06516509949704784,0.012162162162162163
81,2.013965367965368,2.5742574257425743,0.5060281065088729,0.007535753575357535,-0.006753888884751998,-0.016841243614424958,-0.02151049501431347,0.01854714064914992
82,2.4244680638123257,2.782178217821782,0.4629817251554559,0.01828932893289329,-0.006686937841438616,-0.019763980993159624,-0.0014416703212502017,0.01953125
83,2.4840736788511566,2.594059405940594,0.4704344152438663,0.011291843470061291,-0.00707877614195697,-0.0029992916245911764,0.008143366832803428,0.012802275960170697
84,5.667112225006962,2.5742574257425743,0.46869822485206847,0.0067656765676567645,-0.00682886143443325,-0.011342657661422048,-0.10994723007292892,0.0136986301369863
85,5.317038777908343,2.5643564356435644,0.46638392391287903,0.008910891089108912,-0.006927401136303936,-0.012170166935918143,0.05312368565789924,0.018072289156626505
