SampleName,Alistipes_finegoldii,Alistipes_obesi,Alistipes_putredinis,Alistipes_shahii,Anaerotruncus_colihominis,Angelakisella_massiliensis,Bacteroides_barnesiae,Bacteroides_caecimuris,Bacteroides_coprocola,Bacteroides_dorei,Bacteroides_faecichinchillae,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_helcogenes,Bacteroides_plebeius,Bacteroides_salanitronis,Bacteroides_salyersiae,Bacteroides_stercoris,Blautia_obeum,Butyricimonas_faecalis,Clostridiales_bacterium_CCNA10,Clostridium_phoceensis,Coprobacter_secundus,Coprococcus_comes,Eubacterium_ramulus,Eubacterium_rectale,Flavonifractor_plautii,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Lachnospiraceae_bacterium_GAM79,Mediterranea_massiliensis,Oscillibacter_sp_PEA192,Parabacteroides_sp_CT06,Paraprevotella_xylaniphila,Pseudoflavonifractor_capillosus,Roseburia_faecis,Roseburia_inulinivorans,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Tyzzerella_nexilis
SRS014287,0.04476248952999999,0.002123781775512478,0.21781973778347766,0.02132651255926247,0.007520990468786665,0.003061299290046982,0.0014785613328863376,0.028784755526729957,0.01008010872733269,0.09330717946033583,0.0036908214256885182,0.011951871191584291,0.005018399325611342,0.0005354183953764957,0.006650197480555127,0.0011152275926305498,0.01035193472202166,0.004894559565064596,0.01503716154985457,0.0032673245864475093,0.01645484006538019,0.014944320319979627,0.0005623196979017354,0.011660732319653167,0.004895227184181935,0.24521163493678746,0.019360187725661084,0.0031123665746060985,0.01999702324386583,0.006373510485431699,0.003798041853934633,0.017319037653325098,0.068206187121238,0.0005876973395812987,0.0022159534252301546,0.006879959669853953,0.013915260403392181,0.016715708753400758,0.015517795584650176,0.002540362973311111,0.016953500379428155
SRS014313,0.036589464957950145,0.0035536385006104732,0.004586465932132205,0.09566469777136193,0.00042071575402512386,0.000948047505094834,5.4334455783077586e-05,0.004978019502463508,0.03828337296627407,0.06808302650178302,0.0019327708123746492,0.012683310185785186,0.003520579892944025,8.668509984632607e-05,0.015467507050791538,0.00018638492196102857,0.008083824307627928,0.004953058059360106,0.022837378719816157,0.0110244890681592,0.006661809589214558,0.00020517191721911016,0.0011188480975178351,0.0006630923731941268,0.004423227853209473,0.06398095286403051,0.0015084344498436496,0.000215137349053274,0.012935067032612888,0.003951992650375505,0.009058356250944897,0.005372109860279792,0.4709590547631712,0.00010858447874845557,0.00031538983721240277,0.07287174147701278,0.00429419973774651,0.0015960809894263323,0.004345682875193904,0.0006276786930673906,0.0008496148947809087
SRS014459,0.006528502700243652,0.007570860533034803,0.13901986575250855,0.010131974092915844,0.006165195432585696,0.0016578164477895308,0.0004273069635493989,0.00848275212713646,0.07841754789368177,0.01260151184921377,0.0009353452423787384,0.006713530061736024,0.03359349348370291,0.0013684924867809793,0.005195975577622366,0.0005981163372861895,0.0024353485507623237,0.17590369079869483,0.007849286107565034,0.008293704453771552,0.007020537199846706,0.005316887433681856,0.00027131906593594286,0.01197292575871497,0.007328742139623648,0.15992595735026063,0.005700014964530853,0.0014643898245491052,0.005771183868812499,0.07340838962210744,0.006176364403235409,0.006917645309321611,0.09730358661425695,0.0016643930315897856,0.0015668229741896003,0.01487834244937156,0.062374044913536486,0.009712726430205518,0.0011343765915738323,0.002371421337162374,0.0038296118245328384
SRS014613,0.008484894964654047,0.042873822705690075,0.16082546249776733,0.02848634778383082,0.002100119038944203,0.002454235666980643,0.0009815225085242824,0.03576697064771665,0.011221276561552777,0.4645491670990141,0.0030258599398044705,0.006119689282540724,0.01734195028927547,0.0006413690857514457,0.015232974273328323,0.0016541996837982405,0.0015229642440433,0.0016091882611298468,0.009401776328472118,0.023262385806727185,0.0032645414785513714,0.0008952466250127848,0.00044997555195192386,0.003178752498673156,0.0014103780221063266,0.10129278856631274,0.00041916706966622393,0.0007366868001285771,0.002591685155524056,0.008572371352955377,0.006473815583564785,0.004478129831900148,0.004481960586375095,0.00017146530722832314,0.0014883849870313951,0.014750031556948045,0.0037583356389772984,0.0012741825674960178,0.00012765727935354533,0.0003200102277372072,0.0023082566429595687
SRS014683,0.005701129020256718,0.009913761734652356,0.36883693412861523,0.006920053723731353,0.0014660887904328068,0.0018760413384842718,0.0008102781478393209,0.03445055842667521,0.02018595983814956,0.035416113488388204,0.0015752188648709463,0.007877040384882327,0.003429116513295361,0.0005575416177467456,0.036175148516590885,0.0007142005648673387,0.01009075089747587,0.36232620613506794,0.00454681881425887,0.006254745594098569,0.002913157298078022,0.0014177462072171817,0.00114535310944396,0.005763169911013297,0.00207095052359011,0.020454261129448672,0.005142341514142148,0.0006517477260349983,0.006087589931833838,0.0027332595171952172,0.006757217147524152,0.0027534964431742376,0.014100819950125482,0.0010218684426302465,0.0009378733688792336,0.0005958390310406475,0.002444848221122868,0.003147627454315431,0.00010271521127351891,0.0001677655133950913,0.0004666458081418438
SRS014923,0.027380465088139423,0.026263562369912286,0.10531433777744746,0.02466125645112377,0.019023280702376508,0.006534811136354116,0.00020480016491038043,0.02282061668531244,0.012581459140809959,0.10219240154836715,0.007509709706941679,0.003929952215464176,0.003692610388436994,0.0007286798704300108,0.011938789473193705,0.00044064151031210136,0.004280259803700755,0.16833940049020354,0.025704333855016224,0.0029697532041864667,0.004403923480724135,0.010566344098779686,0.01005923875114071,0.01666246524609073,0.01689579520673453,0.04657901516815593,0.0008813551886358954,0.004131401021905746,0.01915173561354754,0.16274037113928452,0.0022497938005165384,0.0025801603195793553,0.007457012993061241,0.0003065918696915557,0.002803779974424391,0.03433542617090481,0.059031584218931295,0.012130367402016985,0.0009474362124965053,0.001924715659023141,0.007650364881715526
SRS014979,0.05915809744401749,0.02660277423119949,0.03786280698036255,0.0304035706531427,0.00487018626597213,0.008714906583696228,0.00017174581669107615,0.010758326811946528,0.010834534523767805,0.007668749102177911,0.0009660525680820558,0.002440336295668855,0.0014525872884218708,0.0006875223099139775,0.020386310385617296,0.0004235117012952971,0.004394482787439567,0.0071843265205968395,0.014475523767958956,0.005045172380413885,0.008564682590343991,0.00665208108187205,6.0523482750431924e-05,0.020389026542869174,0.008670596960868204,0.5160531447070704,0.0017586423227332088,0.005735147205526443,0.013826676783804923,0.0038547880341944117,0.0037175070748836367,0.0036075091063477787,0.014957048480660233,0.0003655120011281649,0.005093427241439754,0.07081854763982591,0.012929140012931523,0.026073825669736442,0.006498315920426793,0.003764288246763789,0.012108044475440167
SRS015065,0.00646337070238447,0.008536036949941705,0.13606384575816877,0.007879451924314586,0.00579700955359294,0.0013744824253349333,0.00039687495006284607,0.008666553417926551,0.09189062973274043,0.014856706610950416,0.0012782936021914822,0.008759109304081131,0.015733672284895164,0.0012807659183883557,0.010393136426975891,0.0005695950157741775,0.002961605159732705,0.14437386556286483,0.009376089754240929,0.008065517871310652,0.007111323398393148,0.005819654088915527,0.0002601088938373649,0.014171492504726825,0.004464627169530098,0.1944411056499675,0.004940705759459983,0.0013893148907235496,0.006497132835985819,0.07491983618913559,0.00688336283511536,0.004871349028704992,0.06176883395670168,0.00204176533342106,0.0014286493062673259,0.04656147563086486,0.059239045158040925,0.009989959833790349,0.0014665526141161894,0.002664463709832052,0.0043526282865968624
SRS015133,0.02932816768823014,0.002643747976892016,0.13042395308127022,0.04318151082209121,0.005200748615872725,0.009430776789570685,0.01936532596179356,0.010386670532107487,0.1044904160967045,0.24405454110162011,0.0020519032694856637,0.0070496674223861685,0.03289793205877156,0.00014325530430757104,0.010245569901672741,0.002022754924285067,0.01404539586746151,0.005408149368537418,0.008114888717603465,0.0059062316526466265,0.012115349758015296,0.011157295242554348,0.00039797518530470594,0.016458208607518253,0.026913850346483303,0.024331385697743582,0.002212779966446228,0.004661867615205766,0.010515920224111805,0.013577810487763516,0.006301197990248064,0.008728308948644847,0.002832045389792379,0.03343414541514955,0.006553773259137395,0.07420225545522545,0.04405200441625825,0.005107737682742679,0.0010839710718310712,0.0023522402974932542,0.0066182697890199175
SRS015190,0.018102781463291844,0.024314345541437167,0.1364378498720338,0.009290722198127968,0.002771802182052929,0.001190596683126202,0.0005121718344708282,0.14523806679549384,0.14076661472201904,0.039977035295659574,0.004266315165962432,0.004084672990771484,0.08497185825637506,0.0011866553500510966,0.036978887170074366,0.0012120891149493493,0.009577207563658973,0.03328473318954301,0.007129170023152804,0.03585769985525385,0.004888718328834053,0.005838965468083746,0.0005605245067963775,0.004133941182245894,0.0020001617158479862,0.020290572633013836,0.0033595834053260867,0.0007603823879114106,0.0014016952892541548,0.006735339039531514,0.026471784975487113,0.016480261986966734,0.15687046887173073,0.0014991418153883175,0.0013570766807008328,0.0017200674303772725,0.0036050173222263813,0.002119110287193744,0.0011445660329372953,0.0005997217468679202,0.001011623625773088
